frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,1446.9891,515.4973,1234.4445,517.4637,1076.0829,498.8733,31.622162,625.3015,733.7652,584.5172,820.4231,578.3726,Coordinated Defense
2,0.0,0.0,1447.7367,515.0005,1241.6437,516.4401,1075.9283,497.492,33.70925,626.376,724.7617,580.5083,819.0889,581.71265,Coordinated Defense
3,0.0,0.0,1448.4088,515.7764,1245.852,514.9566,1075.4454,494.7046,34.38227,626.39545,718.0438,578.69385,782.19965,587.9238,Coordinated Defense
4,0.0,0.0,1251.1945,515.4011,1446.9423,516.56964,1075.1561,494.2555,710.2745,577.6724,34.69945,626.08734,784.6121,589.6251,Coordinated Defense
5,0.0,0.0,1255.6129,514.8505,1445.3267,517.3154,1074.0283,498.5011,703.8951,576.47876,34.998466,625.8182,767.82874,589.1614,Coordinated Defense
6,0.0,0.0,1257.9994,515.3648,1445.4202,517.68976,1073.4318,498.81094,34.662243,625.2606,700.93634,560.0855,763.3033,590.34796,Coordinated Defense
7,0.0,0.0,1445.2296,519.4134,1258.8671,515.36365,1071.8108,499.09418,34.630066,625.96356,693.2585,561.10425,764.2838,592.31256,Coordinated Defense
8,0.0,0.0,1260.6505,516.9392,1446.0621,522.9428,1059.9943,506.1553,34.201237,626.09467,687.03125,577.6799,751.63995,592.97186,Coordinated Defense
9,0.0,0.0,1263.5518,516.6908,1447.1824,524.8774,1058.6627,507.5785,34.59997,626.14594,687.54315,563.5149,747.5858,592.5076,Coordinated Defense
10,0.0,0.0,1265.6034,516.12134,1447.0088,525.3883,1059.5989,506.62524,35.60534,626.1713,678.99054,576.57916,745.86206,594.5218,Coordinated Defense
11,0.0,0.0,1447.9552,526.83484,1267.243,514.83594,1058.1075,507.08487,674.9178,572.4429,36.157764,625.67017,744.2267,595.7233,Coordinated Defense
12,0.0,0.0,1270.0569,514.1443,1446.9164,533.65466,1057.4226,507.59802,36.280922,625.4384,662.78723,574.5872,742.95074,596.35406,Coordinated Defense
13,0.0,0.0,1272.4531,513.41565,1058.5526,508.7998,1446.7618,537.2525,650.3073,573.0709,36.50992,626.60266,742.81757,600.2454,Coordinated Defense
14,0.0,0.0,1273.0806,513.42096,1061.1489,508.28146,640.33923,578.1838,1447.3857,539.35803,36.630993,627.53723,742.4296,600.90497,Coordinated Defense
15,0.0,0.0,1276.2828,512.86304,1061.4065,506.46365,1446.8701,540.0688,623.5336,579.50354,36.653877,627.1375,742.60724,600.6433,Coordinated Defense
16,0.0,0.0,1279.5946,511.4373,1062.8776,501.5901,1446.0881,542.291,618.23474,581.73737,36.912056,626.80725,743.44714,600.7002,Coordinated Defense
17,0.0,0.0,1281.1089,510.84677,1446.6248,542.9459,1058.2621,503.6408,610.90186,583.4239,36.752754,626.36444,741.13654,598.18585,Coordinated Defense
18,0.0,0.0,1283.4879,508.97604,1446.8792,543.41235,1054.4296,505.81598,607.02313,583.7808,36.534115,626.56006,740.61554,598.1141,Coordinated Defense
19,0.0,0.0,1285.521,507.75574,1447.1105,543.96985,602.07587,584.61554,1052.8551,506.88022,36.61109,627.0297,740.33246,597.86835,Coordinated Defense
20,0.0,0.0,1287.9309,508.03098,604.03064,587.87463,1447.6742,544.97894,1055.1531,499.69913,36.6866,627.18036,740.50824,595.87836,Coordinated Defense
21,0.0,0.0,1447.5476,545.07214,1290.4127,507.54614,607.2841,590.83276,36.241707,629.06055,1036.8711,501.94864,747.54364,596.36584,Coordinated Defense
22,0.0,0.0,1447.0763,545.79663,1292.3632,506.72626,604.8097,587.6678,35.699986,629.13715,1021.76874,502.27313,744.4994,598.5841,Coordinated Defense
23,0.0,0.0,1446.4635,546.1563,1294.3547,507.87082,600.0395,584.50543,34.236256,629.2499,1018.63043,503.74933,743.0689,599.6518,Coordinated Defense
24,0.0,0.0,1446.4364,546.16595,1296.8387,508.03168,596.36993,582.63354,33.799114,630.5989,1014.97266,502.85345,737.56256,601.7343,Coordinated Defense
25,0.0,0.0,1445.868,545.4134,1298.9633,509.1565,593.899,582.5608,34.34855,630.5175,1011.23505,505.05835,737.13745,603.78015,Coordinated Defense
26,0.0,0.0,1445.5903,543.9751,592.52344,582.1316,1300.2972,508.89987,1000.08856,504.5867,34.85721,630.7669,737.53955,605.67444,Coordinated Defense
27,953.71765,600.5068,1443.9681,542.8517,588.83746,579.31805,1301.8265,510.3904,1000.8412,499.48596,34.200027,630.8131,737.43256,608.32434,Coordinated Defense
28,953.71765,600.5068,581.7826,579.26624,1304.9246,510.37433,1446.2323,541.4098,34.526268,630.5546,1004.01587,500.04697,742.10144,612.5159,Coordinated Defense
29,953.71765,600.5068,1309.6971,510.97632,574.3617,577.92645,1449.9857,539.9702,34.494205,630.8187,1000.7736,497.31354,746.4207,614.3593,Coordinated Defense
