frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,1581.0232,556.00696,277.75922,621.938,1042.8408,657.99225,421.60605,512.89746,1292.7147,608.39716,754.8815,512.0885,41.533096,655.35187,Coordinated Defense
2,774.0642,617.7946,276.76123,622.9578,1045.5046,658.3521,1289.9719,612.2238,425.9843,506.7618,725.19135,519.99677,40.36452,654.69543,Coordinated Defense
3,773.61707,618.0507,267.2899,623.0188,1044.2853,661.90027,1289.3364,611.7276,737.9353,503.21164,406.60858,496.63745,38.08708,651.7746,Coordinated Defense
4,773.46893,617.8596,1052.0223,657.71,262.20343,625.2426,736.37054,499.56717,419.29422,480.04477,1290.2286,609.5693,1086.1667,515.3361,Coordinated Defense
5,772.28864,617.23834,261.84024,627.9938,1046.3864,657.30115,704.0006,495.09613,1275.1403,616.80756,1083.3315,513.1992,0.0,0.0,Coordinated Defense
6,731.10925,619.9746,258.2764,629.4809,698.3461,482.87482,1047.429,660.43256,1281.6487,612.26166,1079.6255,514.17584,0.0,0.0,Coordinated Defense
7,1515.9912,579.6241,253.7248,630.3935,1046.0837,661.5502,1280.7367,612.8888,1075.5627,514.73456,0.0,0.0,0.0,0.0,Coordinated Defense
8,1929.1455,558.6626,254.25636,630.2201,1269.4147,617.363,1047.1122,657.02075,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
9,1504.6848,582.825,253.54767,631.0629,1265.6775,617.0186,1047.3506,659.4776,1073.1683,515.9571,0.0,0.0,0.0,0.0,Coordinated Defense
10,1457.1508,586.6817,252.33209,631.5992,1261.5854,619.86725,1045.093,659.62244,1077.1747,516.6988,0.0,0.0,0.0,0.0,Coordinated Defense
11,1409.6168,590.5383,246.61896,631.8086,1258.5952,618.21185,1046.6974,660.72205,1078.8674,515.4365,0.0,0.0,0.0,0.0,Coordinated Defense
12,1362.0829,594.395,242.94296,631.7206,1254.4205,614.9605,1046.5873,660.2638,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
13,1445.5731,585.67554,241.01938,632.10724,1249.6085,616.0054,1057.8086,650.88184,1089.478,512.9665,0.0,0.0,0.0,0.0,Coordinated Defense
14,1431.5135,586.36053,1244.9233,617.4943,260.96973,632.86505,1056.0143,624.16144,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
15,1183.471,738.66016,241.02888,634.9603,1240.8198,617.352,1054.8162,621.72833,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
16,1048.535,821.97473,1236.1237,617.7104,250.54227,636.5632,1047.3044,625.66223,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
17,913.599,905.28937,252.23695,636.50665,1231.4445,620.0961,1046.6351,645.6508,1095.2607,511.26038,0.0,0.0,0.0,0.0,Coordinated Defense
18,778.663,988.604,257.28934,641.2562,1230.5544,619.7129,1045.4244,646.46094,1099.4584,509.99078,0.0,0.0,0.0,0.0,Coordinated Defense
19,643.72705,1071.9186,260.85275,642.4541,1041.9176,648.50903,1231.2515,619.52155,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
20,508.7911,1155.2333,267.33206,645.26404,1034.9495,649.65497,1230.9354,618.2481,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
21,373.85513,1238.5479,268.10754,648.6552,1027.4626,650.7665,1230.8779,619.1193,1424.5747,515.96936,0.0,0.0,0.0,0.0,Coordinated Defense
22,238.91916,1321.8625,1018.8698,648.42175,263.94543,652.6238,1229.8425,621.60266,1094.5963,518.701,1418.5167,498.57947,0.0,0.0,Coordinated Defense
23,103.983185,1405.1771,1013.31323,650.7015,266.30627,654.09125,1228.7769,620.76324,1414.2745,519.41486,1292.6003,491.68265,0.0,0.0,Coordinated Defense
24,-30.95279,1488.4918,1005.2193,651.9287,263.75024,657.97314,1214.0739,617.51685,1095.38,507.61478,1405.5294,528.7706,1293.4047,483.2083,Coordinated Defense
25,1176.343,747.9198,265.84622,660.22473,1004.5729,655.7501,1221.6519,622.9314,1402.8575,520.5316,1287.865,481.18518,0.0,0.0,Coordinated Defense
26,1779.6345,378.09674,266.68787,664.5061,1002.33325,656.22504,1222.8385,623.3871,1398.1162,520.84076,0.0,0.0,0.0,0.0,Coordinated Defense
27,1425.3828,583.89355,1001.4136,658.4804,269.53644,666.1221,1218.7874,623.75433,1096.4796,505.30786,1390.6284,522.1156,0.0,0.0,Coordinated Defense
28,1418.1029,583.5861,1003.04315,658.95734,1219.8058,624.18365,267.30704,666.6331,1095.8228,502.29117,1393.9243,514.0683,1298.0732,490.41913,Coordinated Defense
29,537.13635,516.12286,1001.8053,659.9867,1222.6931,624.87885,266.05222,666.87866,1096.2827,500.40805,1297.1683,486.7332,632.6225,481.6533,Coordinated Defense
