frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,381.15634,566.90594,970.04877,596.64575,1455.5275,596.74506,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
2,0.0,0.0,383.76675,570.5712,969.9355,596.977,1475.9443,600.5552,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
3,0.0,0.0,1490.9542,601.4857,388.27515,575.09155,968.9773,596.34344,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
4,0.0,0.0,1501.438,605.4229,391.13596,577.906,969.58185,596.2906,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
5,599.12585,71.920815,1497.5942,607.7304,391.60223,579.1746,971.5456,596.6171,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
6,599.12585,71.920815,391.67746,579.3144,1497.1674,610.71063,973.6911,596.2941,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
7,599.12585,71.920815,392.7382,578.8596,1493.3019,613.00653,975.0682,596.5049,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
8,599.12585,71.920815,1482.1769,612.94476,390.80396,578.1011,975.198,596.347,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
9,599.12585,71.920815,1471.1257,612.57306,973.7425,596.89703,384.6008,577.03674,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
10,599.12585,71.920815,1462.2574,608.90753,371.9827,577.5653,975.1663,595.6303,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
11,599.12585,71.920815,1462.4357,603.1715,976.279,596.07074,353.62543,578.0935,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
12,599.12585,71.920815,1457.6818,598.83246,976.7968,596.8621,339.7257,580.4832,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
13,599.12585,71.920815,1444.6127,594.35785,976.3552,597.86334,327.39188,582.10297,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
14,599.12585,71.920815,976.37024,599.26587,1425.4515,592.678,317.04153,584.99774,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
15,599.12585,71.920815,1405.0233,586.12756,974.87933,600.5149,295.02008,589.59656,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
16,599.12585,71.920815,971.4246,602.82996,276.92023,590.91,1388.1664,584.7249,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
17,599.12585,71.920815,262.3501,596.6333,964.0728,605.0049,1360.1781,581.6135,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
18,0.0,0.0,953.9386,605.43427,255.0389,599.5616,1344.9707,579.63306,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
19,0.0,0.0,948.7203,609.3984,253.35725,603.2772,1333.8683,581.11816,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
20,0.0,0.0,253.76135,604.26996,943.62366,609.5703,1325.2944,575.75525,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
21,463.8451,70.77673,255.10144,604.2563,943.2034,611.13727,1318.4094,578.0426,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
22,456.25235,80.41962,253.6303,604.8013,942.72253,613.5992,1307.6526,579.5242,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
23,418.59433,85.44004,251.2712,603.5938,941.7165,614.32263,1291.5116,582.69336,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
24,380.93634,90.46047,941.4693,615.09827,246.77074,602.98206,1279.9292,584.30145,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
25,343.27832,95.480896,941.4289,615.5898,248.01303,602.56323,1274.5237,582.83954,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
26,305.62033,100.50133,941.81305,615.5976,248.57806,601.06195,1274.507,579.51385,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
27,267.96234,105.52175,250.15247,601.4269,942.1508,615.57697,1274.0105,579.6596,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
28,230.30434,110.542175,251.98991,599.0768,942.13794,616.0657,1270.0901,571.81067,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
29,192.64633,115.56261,252.37248,599.0243,943.3825,617.694,1261.9204,571.84216,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
