frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,428.22,618.6948,1365.8938,612.9738,1021.217,637.43805,760.64075,518.1688,60.50214,606.94476,1140.4852,497.63474,Coordinated Defense
2,0.0,0.0,423.08923,618.5437,1023.95044,638.3277,1365.5358,612.8199,60.694607,606.8497,748.90375,516.2456,1557.1042,483.98273,Coordinated Defense
3,0.0,0.0,1024.2843,639.04865,422.0721,619.56226,1365.4464,615.06146,59.845406,606.6456,750.6606,519.4166,1570.9382,483.40765,Coordinated Defense
4,0.0,0.0,1024.5559,638.5086,423.10864,620.09717,1366.1477,614.73315,59.807327,606.3631,747.5333,520.38727,1563.6669,482.85754,Coordinated Defense
5,0.0,0.0,1023.4055,638.5704,423.1593,621.06995,1366.7307,614.6846,59.830715,606.8632,745.63727,521.75775,1170.2072,498.08148,Coordinated Defense
6,0.0,0.0,1021.0144,635.14075,422.40424,620.9346,1366.611,614.2645,744.72894,525.1223,59.6254,605.8762,1172.8297,497.73,Coordinated Defense
7,0.0,0.0,1015.9916,638.19855,422.81006,623.31067,1366.8032,614.79614,743.38745,526.9353,59.238914,605.9078,1179.7104,494.6399,Coordinated Defense
8,0.0,0.0,1007.198,639.971,423.06628,623.5085,1369.1523,613.5132,742.3563,527.5552,59.026093,605.4775,1188.3711,495.03488,Coordinated Defense
9,0.0,0.0,1004.9452,638.89496,423.41293,623.5211,1370.0759,612.5019,58.943764,605.0913,739.5936,527.57587,1196.7814,492.92505,Coordinated Defense
10,0.0,0.0,999.72815,637.8481,423.47272,622.76245,1373.2454,613.83374,58.93699,604.71375,738.4323,526.0495,1221.9067,481.62186,Coordinated Defense
11,0.0,0.0,992.9952,636.25836,422.84402,621.4728,1384.5454,614.5396,58.730743,603.99347,735.18176,524.37,1216.9551,494.66418,Coordinated Defense
12,0.0,0.0,423.04007,621.1914,990.1016,637.9544,1385.9,615.03705,58.62351,603.1857,734.172,526.5687,1219.4458,489.89383,Coordinated Defense
13,0.0,0.0,424.05905,619.7138,981.94806,640.8159,1388.0797,618.5797,732.6381,535.3662,58.4338,604.0658,1223.3644,499.7103,Coordinated Defense
14,0.0,0.0,977.9303,640.5762,428.64456,619.31934,1389.2397,619.97437,58.505444,604.46075,725.26495,537.78973,1229.2438,501.77292,Coordinated Defense
15,0.0,0.0,976.06775,638.28674,439.55933,619.4617,1394.6389,619.02374,58.39651,604.5469,1233.7084,505.63095,724.96967,538.6086,Coordinated Defense
16,0.0,0.0,973.3448,638.34106,447.17847,619.14996,1402.2413,620.91534,58.33783,603.337,1240.9364,506.40915,719.6448,537.519,Coordinated Defense
17,0.0,0.0,971.0132,639.58624,1406.6643,620.8258,466.09293,619.18896,58.344933,603.3076,1242.9945,502.44543,727.23474,538.14954,Coordinated Defense
18,0.0,0.0,970.76324,640.3364,725.57587,537.56836,58.421604,603.56696,471.3653,619.0183,1412.5134,622.6016,1254.619,502.33124,Coordinated Defense
19,0.0,0.0,970.3483,637.9202,1416.6859,622.41833,484.78433,617.7283,724.89795,537.0122,58.67414,603.99664,1255.5109,498.52582,Coordinated Defense
20,0.0,0.0,970.9323,637.2905,497.01694,615.4244,726.4583,537.3571,58.374397,603.3665,1418.778,624.5845,0.0,0.0,Coordinated Defense
21,0.0,0.0,971.5258,638.4151,511.2182,613.2786,1419.6117,625.18414,728.26117,537.33826,58.078804,602.6203,1266.5419,492.79742,Coordinated Defense
22,0.0,0.0,971.00464,640.05316,523.8393,612.0102,1419.8157,626.10077,58.0082,601.88885,725.5287,536.8144,0.0,0.0,Coordinated Defense
23,0.0,0.0,970.41077,638.89374,527.3592,610.8325,1418.5563,625.95135,58.038445,601.27856,720.6752,536.471,0.0,0.0,Coordinated Defense
24,0.0,0.0,966.7044,638.79456,1418.6519,625.7815,716.015,536.51843,57.785725,601.4364,532.9631,611.3209,0.0,0.0,Coordinated Defense
25,0.0,0.0,962.43304,639.5117,1420.9287,625.1363,710.33295,535.4783,57.700928,601.76044,536.2261,609.07556,0.0,0.0,Coordinated Defense
26,0.0,0.0,957.6935,639.6668,1420.8622,623.6865,706.5873,535.16156,57.975002,601.8754,540.6206,603.8405,0.0,0.0,Coordinated Defense
27,0.0,0.0,955.3598,637.8779,701.9373,534.9219,1420.92,623.7308,545.8009,598.2002,57.902752,601.68555,0.0,0.0,Coordinated Defense
28,0.0,0.0,956.28296,638.1287,1420.0001,622.6917,700.62744,537.6073,57.934864,602.3503,551.8873,603.9104,0.0,0.0,Coordinated Defense
29,0.0,0.0,956.1275,637.15314,1424.944,621.84186,57.405487,602.36066,557.4735,610.06836,693.49384,539.9911,0.0,0.0,Coordinated Defense
