frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,849.44946,572.16327,389.54703,577.2482,1266.8759,544.774,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
2,0.0,0.0,849.8689,571.6385,387.2004,572.6184,1268.089,544.0411,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
3,0.0,0.0,847.86786,570.19855,383.76447,568.5337,1268.8593,542.61334,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
4,0.0,0.0,848.15625,570.85626,383.15634,562.9267,1265.2527,541.9729,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
5,0.0,0.0,850.7651,572.4849,382.93048,559.9312,1264.6975,541.84595,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
6,0.0,0.0,854.9536,574.1598,383.14117,558.2863,1265.8895,541.1926,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
7,0.0,0.0,859.60516,576.6552,384.2669,557.8071,1260.9009,541.3222,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
8,0.0,0.0,864.35535,580.7032,388.17764,559.0403,1261.2543,541.72815,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
9,0.0,0.0,865.1891,582.3819,1253.8827,541.2893,392.4524,560.41595,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
10,0.0,0.0,865.39374,583.86707,391.76233,564.569,1257.5497,541.19073,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
11,0.0,0.0,866.1189,584.5061,389.9964,566.45197,1247.5786,541.59204,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
12,0.0,0.0,866.01544,584.02893,386.10498,568.13367,1252.3579,542.8329,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
13,0.0,0.0,866.3442,582.7603,386.91086,567.70526,1265.2351,552.26636,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
14,0.0,0.0,868.8512,581.79706,387.08276,566.9405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
15,0.0,0.0,878.0081,581.2761,383.1251,564.9551,1263.0262,483.55685,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
16,0.0,0.0,377.5214,565.41205,890.9931,583.37604,1263.8313,486.42133,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
17,552.9309,90.3324,902.12,584.6607,366.40182,564.2232,1264.6477,487.76517,1262.559,538.03845,0.0,0.0,0.0,0.0,Coordinated Defense
18,552.9309,90.3324,914.18243,586.3303,357.13058,564.16144,1264.4136,540.94,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
19,533.23944,84.75577,352.2196,565.00714,918.3186,589.6384,1269.8916,492.40955,1268.9907,536.8354,0.0,0.0,0.0,0.0,Coordinated Defense
20,523.0078,85.40695,341.33215,562.949,918.36865,593.1386,1273.1958,493.6092,1268.9976,543.3636,0.0,0.0,0.0,0.0,Coordinated Defense
21,513.86487,85.328606,335.04657,562.591,917.04944,595.8012,1265.405,544.29877,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
22,505.41904,86.904724,333.59525,562.45624,917.9822,595.676,1245.3015,545.21844,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
23,496.38446,87.545235,332.43637,562.20605,918.5673,595.20667,1258.2626,543.1555,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
24,487.3499,88.18574,327.40445,562.481,917.6399,594.65186,1255.6925,539.00195,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
25,478.31534,88.82625,927.56573,593.0323,322.04315,562.1776,1236.1768,543.49493,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
26,469.2808,89.46676,313.62195,561.4778,942.1909,591.992,1219.5817,544.1037,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
27,460.24622,90.10726,310.8169,560.8421,965.98865,588.7664,1226.4883,541.89905,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
28,451.21164,90.74777,307.76465,560.96204,975.2157,583.23303,1213.432,541.05835,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
29,442.1771,91.388275,305.63223,559.5332,984.11804,584.665,1213.4059,539.36957,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
