frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,954.2852,559.40076,1234.7837,531.80994,1593.9264,568.70874,209.85434,531.3219,629.28314,586.25793,1353.4727,492.4509,Coordinated Attack
2,0.0,0.0,949.87823,556.5024,219.86797,535.6783,1232.4624,531.47394,634.00946,586.85736,1590.9691,564.13776,1352.796,493.22867,Coordinated Attack
3,0.0,0.0,943.639,558.48865,232.72331,536.169,637.35516,589.2192,1231.3123,531.87714,1588.4768,561.26355,573.7493,500.99753,Coordinated Attack
4,0.0,0.0,234.03963,541.0897,640.66437,589.9411,1232.2744,531.5708,938.2719,555.19434,573.574,500.22025,1581.1324,546.6527,Coordinated Attack
5,0.0,0.0,936.24255,556.19946,1579.425,536.8162,237.38882,542.3146,646.5899,592.26544,575.6496,498.78235,1235.2018,532.9365,Coordinated Attack
6,0.0,0.0,650.01666,592.9286,932.19446,553.48315,241.98523,541.47424,1236.207,532.92975,1580.1127,526.3365,574.3669,495.17285,Coordinated Attack
7,0.0,0.0,654.9927,592.1985,1579.8759,510.90225,929.6591,548.7872,575.8092,495.58365,1382.0144,491.54843,245.07797,542.58,Coordinated Attack
8,0.0,0.0,659.4475,592.7021,1577.9065,496.74582,266.75702,544.50446,1387.6227,488.2003,577.3597,493.4703,928.9232,548.1625,Coordinated Attack
9,0.0,0.0,276.3049,544.9743,667.22784,595.3941,1247.3777,534.4576,1394.2043,481.53018,579.9068,494.79553,920.58594,543.7061,Coordinated Attack
10,873.61316,660.645,669.3113,597.3774,278.33487,543.7557,575.7882,495.5597,1250.6096,534.97217,916.76776,548.20404,983.98083,530.37305,Coordinated Attack
11,873.61316,660.645,282.16534,544.24756,672.8089,599.15576,915.2801,545.89,1240.1027,533.39044,580.03424,494.77954,0.0,0.0,Coordinated Attack
12,873.61316,660.645,281.89066,543.5652,675.79517,597.4793,1230.3358,534.7197,596.1606,495.5518,910.2472,546.2897,1376.5687,480.0961,Coordinated Attack
13,873.61316,660.645,283.559,543.3123,680.2587,599.9251,1238.7738,535.46686,907.0791,546.88086,594.8669,493.91388,0.0,0.0,Coordinated Attack
14,534.1941,523.93964,283.25302,543.4456,682.65015,601.0037,1248.7079,535.08014,605.43,491.5053,901.59344,547.18713,964.0664,544.542,Coordinated Attack
15,533.5976,523.2646,286.8265,542.66815,685.0417,601.4226,604.5903,488.1908,1254.9454,537.08325,897.85876,551.4872,0.0,0.0,Coordinated Attack
16,449.26334,489.05872,687.2544,602.5732,291.61874,543.48944,1256.6794,537.8735,595.47406,486.92368,898.22906,550.13214,971.28345,550.2147,Coordinated Attack
17,1402.4592,581.8858,295.97238,540.9419,689.7928,601.1535,1259.9011,539.0276,602.89355,486.40268,969.11707,538.3648,0.0,0.0,Coordinated Attack
18,532.9444,522.0032,302.28473,538.1666,696.74115,602.33167,1263.2107,537.1864,603.77594,486.01804,963.3219,536.15814,0.0,0.0,Coordinated Attack
19,532.4788,522.0255,306.9145,535.0353,1265.8063,540.6121,702.02716,602.29126,595.5004,484.9759,959.0719,529.96783,0.0,0.0,Coordinated Attack
20,532.7078,522.19073,312.64682,533.5233,1266.8104,543.66077,704.02966,602.07275,939.53986,544.624,0.0,0.0,0.0,0.0,Coordinated Attack
21,533.21265,521.5491,1268.6718,545.48706,330.84384,530.09,696.7544,601.3372,595.78723,496.14478,929.8627,544.6461,0.0,0.0,Coordinated Attack
22,534.15186,521.5604,1269.7196,547.7069,339.81393,527.94617,723.6667,599.5053,588.1989,505.53067,892.45306,546.3031,0.0,0.0,Coordinated Attack
23,1034.5966,576.657,1270.5265,550.7779,734.70917,599.505,346.9214,524.64905,888.3166,544.7267,0.0,0.0,0.0,0.0,Coordinated Attack
24,842.94995,652.5001,1269.5686,550.70636,352.52838,521.05457,714.61255,600.3075,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Attack
25,859.38074,707.6831,1268.4595,551.726,358.9474,519.74347,727.36816,599.80194,901.3512,491.47574,0.0,0.0,0.0,0.0,Coordinated Attack
26,875.8116,762.8661,1269.801,551.4586,357.07764,515.2933,737.6846,598.9132,901.8976,492.75998,0.0,0.0,0.0,0.0,Coordinated Attack
27,549.15344,519.2176,1269.5767,548.5007,360.83932,510.97937,746.02386,596.18317,900.9978,484.49252,0.0,0.0,0.0,0.0,Coordinated Attack
28,554.91785,518.8292,1271.1901,552.7675,371.99722,508.9536,761.2769,594.09534,908.7436,582.39264,0.0,0.0,0.0,0.0,Coordinated Attack
29,558.2914,519.7421,1274.4169,552.5359,378.34366,508.0387,784.2214,591.1455,910.0906,535.5117,0.0,0.0,0.0,0.0,Coordinated Attack
