frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,620.44415,74.47693,471.6183,543.2055,1157.2972,520.8544,907.6641,617.98676,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
2,625.6415,75.51378,471.23434,544.9377,1155.2095,520.9905,900.549,617.73505,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
3,630.59076,77.8369,471.804,546.2324,1149.6267,520.7105,893.00616,615.47705,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
4,634.69885,80.498436,470.56815,546.2134,1145.8821,521.90125,888.51825,614.53564,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
5,641.13934,82.66495,471.67795,547.50964,882.86957,612.6566,1147.8048,524.1697,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
6,645.92365,87.69601,474.09384,547.9955,877.7504,611.0055,1143.674,524.1615,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
7,651.8007,93.09143,479.49963,548.6244,1138.2062,526.23303,873.2922,609.5622,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
8,657.3048,97.74171,485.37787,549.31714,868.6387,610.5419,1131.356,528.2881,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
9,662.8089,102.39198,490.48087,551.2997,868.38135,606.4824,1125.9685,524.62775,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
10,668.313,107.04226,495.23633,552.87524,864.496,603.5014,1123.1235,522.9864,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
11,673.8171,111.69253,495.83835,555.38257,862.2185,601.0613,1116.2911,524.2047,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
12,679.32117,116.342804,496.18652,557.16815,860.7933,597.56775,1123.5117,535.7339,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
13,684.82526,120.99308,496.67783,557.4249,862.94904,592.6747,1120.93,531.11456,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
14,690.32935,125.64336,496.86603,557.8243,865.1908,590.4862,1117.8646,510.60333,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
15,695.83344,130.29362,495.7801,557.6459,869.05634,587.6223,1112.4304,509.63324,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
16,701.33746,134.94391,495.69836,557.0777,873.2699,585.4829,1110.9784,512.2828,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
17,706.84155,139.59418,496.85703,556.83075,875.38367,583.6838,1114.2089,511.56186,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
18,712.34564,144.24446,500.27896,556.3402,876.4093,583.24316,1120.2427,510.68027,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
19,717.84973,148.89473,503.7393,556.4025,1123.045,513.69763,879.48157,582.2981,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
20,0.0,0.0,504.90134,556.58167,880.3937,587.388,1129.6819,513.1028,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
21,0.0,0.0,503.32474,555.7152,1129.2595,515.29144,882.6706,590.4232,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
22,828.49066,144.36661,502.6948,556.8295,1128.3105,517.5374,882.8277,592.33026,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
23,853.9449,131.23741,505.60745,558.25214,883.45337,593.9231,1128.0153,516.6208,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
24,896.44293,123.837326,509.49585,560.6113,884.16956,596.2595,1121.5424,518.3406,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
25,938.9409,116.43723,512.3803,560.3683,885.1786,595.95215,1116.8,516.1676,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
26,981.43896,109.03715,510.93347,561.7511,884.9489,594.8618,1135.49,513.4698,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
27,1023.93695,101.63706,510.36804,563.67053,886.0342,594.3455,1137.8701,512.3831,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
28,1066.4349,94.23697,510.3557,562.89026,889.207,593.1395,1138.918,511.3369,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
29,1108.933,86.83688,507.96924,564.5747,893.6684,591.1951,1155.4653,509.9447,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
