frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,1422.6544,614.5349,449.30862,619.4005,903.437,646.0848,776.0672,492.2331,1544.8672,598.84424,0.0,0.0,Coordinated Defense
2,0.0,0.0,455.14597,618.84186,1421.4564,614.0814,904.8665,641.5582,776.79034,489.48685,1541.9067,585.191,0.0,0.0,Coordinated Defense
3,0.0,0.0,459.53836,618.85297,1422.0771,614.193,907.7284,638.71747,775.8722,486.605,1533.6969,578.94135,397.83612,482.33826,Coordinated Defense
4,0.0,0.0,914.5969,635.9219,1423.2395,613.2675,464.69492,620.79767,773.4671,485.83624,1523.8961,573.3164,398.91187,482.3969,Coordinated Defense
5,0.0,0.0,1423.0239,608.7394,470.69324,621.2812,920.42395,634.3949,770.9642,483.97366,1514.2754,571.35974,401.3345,483.5209,Coordinated Defense
6,0.0,0.0,472.92764,623.7957,767.54626,484.1265,922.16644,631.4363,1422.0491,604.2773,1503.4608,570.9829,403.11798,483.7204,Coordinated Defense
7,0.0,0.0,475.8139,626.20807,769.7016,484.2796,930.7967,628.622,1414.4813,603.47504,1495.3542,565.71094,404.8135,484.2449,Coordinated Defense
8,0.0,0.0,765.2562,484.05145,477.26096,626.7689,935.16656,626.2868,1411.1271,602.95966,1489.2437,561.15186,412.7698,484.8629,Coordinated Defense
9,0.0,0.0,761.3245,482.277,477.8688,626.5127,935.7186,625.137,1404.2412,602.49536,1478.1158,551.8395,410.35797,487.70364,Coordinated Defense
10,0.0,0.0,476.97043,625.9527,935.5986,624.16785,755.63635,480.4225,1403.726,601.2341,1466.0457,542.77246,410.5234,490.18518,Coordinated Defense
11,0.0,0.0,477.70175,624.7099,934.683,623.3258,1408.2627,574.53125,411.14343,492.9229,0.0,0.0,0.0,0.0,Coordinated Defense
12,0.0,0.0,480.31476,621.9512,934.475,619.6179,1402.9349,572.37537,411.50507,494.72412,0.0,0.0,0.0,0.0,Coordinated Defense
13,0.0,0.0,482.54373,620.2592,935.1139,617.68274,1401.1097,570.4481,410.4851,496.20425,0.0,0.0,0.0,0.0,Coordinated Defense
14,0.0,0.0,486.83002,615.331,935.8355,615.64795,1401.0746,570.7155,408.7288,496.3911,0.0,0.0,0.0,0.0,Coordinated Defense
15,0.0,0.0,493.4559,612.0987,938.0321,614.9039,1401.2012,571.1415,409.22128,496.29858,0.0,0.0,0.0,0.0,Coordinated Defense
16,0.0,0.0,498.07977,609.41174,1401.4845,591.11365,943.6138,612.4345,409.98926,494.93585,0.0,0.0,0.0,0.0,Coordinated Defense
17,0.0,0.0,1401.5674,589.3709,502.70123,605.99243,946.3045,611.50726,407.40604,493.19016,0.0,0.0,0.0,0.0,Coordinated Defense
18,0.0,0.0,1401.3368,591.52094,507.80344,603.0332,949.0051,608.8758,409.95456,491.561,0.0,0.0,0.0,0.0,Coordinated Defense
19,0.0,0.0,1401.798,596.06213,952.6877,608.9125,513.9908,601.8176,411.2592,491.12723,0.0,0.0,0.0,0.0,Coordinated Defense
20,0.0,0.0,1401.5165,596.91235,523.713,601.48267,960.3479,609.3331,407.9722,492.12494,0.0,0.0,0.0,0.0,Coordinated Defense
21,0.0,0.0,1401.5992,597.23004,972.02515,610.45496,530.6614,603.8427,406.8998,495.32895,0.0,0.0,0.0,0.0,Coordinated Defense
22,0.0,0.0,1400.2103,597.2502,974.76935,614.9568,540.62036,603.2834,406.97324,498.05032,0.0,0.0,0.0,0.0,Coordinated Defense
23,0.0,0.0,1397.7675,598.35126,549.7635,607.56366,974.45105,618.3245,396.36972,498.68643,1336.7174,486.05328,0.0,0.0,Coordinated Defense
24,0.0,0.0,1394.8011,599.04626,552.677,613.33527,974.0416,621.59467,391.59787,500.4584,1325.628,481.70102,709.672,483.56976,Coordinated Defense
25,0.0,0.0,1394.4308,600.45233,554.01904,616.76953,972.3603,624.1277,387.8299,503.50464,1319.2742,481.66928,706.39233,486.93628,Coordinated Defense
26,944.719,153.99869,1394.147,601.41626,554.08344,621.0618,971.3954,626.2308,386.7439,509.40402,1309.589,480.57675,707.09625,486.3425,Coordinated Defense
27,926.1381,172.00983,1394.4474,601.5654,553.7872,624.187,971.6399,627.5313,384.52112,505.55438,707.17706,486.91797,0.0,0.0,Coordinated Defense
28,909.9562,193.99106,1393.898,601.88654,553.98285,625.01965,972.3928,628.4598,382.8857,513.01025,705.92145,488.92715,0.0,0.0,Coordinated Defense
29,886.7107,217.17334,1393.74,601.72687,553.8959,624.8884,975.36707,628.6096,377.31445,514.1674,702.2658,491.83725,0.0,0.0,Coordinated Defense
