frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,1512.6602,603.6729,677.0686,609.73303,1068.3251,540.25616,1296.1072,655.66,304.97092,554.2968,1342.0963,498.0119,Coordinated Defense
2,0.0,0.0,1514.3895,602.7002,678.20575,610.6172,1061.2124,538.9277,1273.6494,656.81036,297.49014,554.96173,1340.1204,497.7819,Coordinated Defense
3,0.0,0.0,1515.4674,602.09973,679.3191,610.1244,1056.8136,538.5965,1278.5978,658.2683,287.83167,554.5712,1339.1226,497.65332,Coordinated Defense
4,0.0,0.0,1052.5728,539.5459,1282.867,657.3276,1511.4088,602.0216,681.4001,608.95935,280.5174,553.8427,1339.7617,492.36163,Coordinated Defense
5,0.0,0.0,1271.5571,658.30145,1051.7305,536.94403,275.26685,554.2513,687.9868,604.9222,1514.8226,603.16205,1339.4226,490.11575,Coordinated Defense
6,0.0,0.0,1266.059,657.9333,271.07474,555.07,1054.9078,539.1636,1520.1709,604.17914,693.9485,607.7008,0.0,0.0,Coordinated Defense
7,0.0,0.0,1258.9137,661.2638,1519.689,605.80615,266.69974,556.04083,1050.327,540.91754,698.84296,608.4735,0.0,0.0,Coordinated Defense
8,1075.038,676.109,1257.2097,661.5599,1042.3118,540.8272,1520.4464,605.854,260.45282,556.31,698.1858,609.2817,0.0,0.0,Coordinated Defense
9,1468.0443,746.1829,1037.4309,541.71814,1255.5693,663.74036,1518.3059,604.9707,257.2727,556.3838,703.0355,606.7723,0.0,0.0,Coordinated Defense
10,1075.8955,676.4261,1031.8678,543.80524,1245.4868,663.4276,254.49939,555.3831,1518.6147,603.87695,715.8549,609.60144,1327.646,493.58762,Coordinated Defense
11,1075.5995,676.4394,1249.3844,664.1463,1025.4971,544.13605,250.46916,555.6484,1518.1702,601.1661,719.51056,610.5957,1325.8126,496.24536,Coordinated Defense
12,1075.6147,676.9867,1020.7875,548.30914,247.80275,557.08655,1531.9323,599.8521,1248.3762,661.35394,729.3274,606.63556,1325.1981,500.42307,Coordinated Defense
13,1074.088,677.5437,737.60205,607.75916,1015.10443,552.90967,1239.273,655.1532,242.1899,555.41974,1533.104,585.5968,1320.7363,497.2482,Coordinated Defense
14,1062.4287,676.0712,740.58234,607.2173,1012.21344,554.88367,237.10461,555.5813,1231.7194,655.8479,1527.4343,595.3722,1321.617,498.0514,Coordinated Defense
15,1050.7694,674.5988,1009.60944,554.9037,1227.3926,651.14526,745.3148,608.0005,233.6895,557.5186,1527.2633,588.235,1319.3186,498.53665,Coordinated Defense
16,1039.1101,673.1264,229.24127,560.1541,1008.8876,557.96747,1214.2964,659.1139,748.9381,606.06494,1515.277,603.6279,1313.8083,499.44632,Coordinated Defense
17,1027.4509,671.65393,220.37822,564.7972,1009.31793,555.548,1218.3295,657.72644,1514.5248,604.1139,752.5791,606.0668,1311.122,499.23126,Coordinated Defense
18,1073.6044,676.4569,216.10439,563.8422,1517.5775,604.4881,1006.385,556.31775,1210.6123,657.71277,757.2502,606.54193,1310.0974,500.7492,Coordinated Defense
19,703.78,592.2929,212.51315,564.958,1516.5497,605.2946,1209.3525,656.0848,999.3514,556.0156,762.5203,607.57874,1309.8928,500.5995,Coordinated Defense
20,509.4387,546.89325,210.36377,565.8563,1005.5165,555.32745,1517.8138,606.60565,781.62115,609.19336,1206.2377,655.48444,1306.663,500.22046,Coordinated Defense
21,315.0973,501.4936,205.2271,566.0797,1004.6963,552.7573,1517.8855,609.74805,1201.496,653.3399,784.63336,609.5805,1304.7129,500.66898,Coordinated Defense
22,702.25397,595.24805,197.00916,566.7159,1002.07874,554.6481,1516.683,611.8335,1193.5116,650.80304,785.9741,610.1591,1305.8309,500.75867,Coordinated Defense
23,827.7366,626.3832,194.66971,568.8036,1195.3137,646.2889,1517.6013,613.5957,1002.54944,551.2634,791.3406,614.0752,1303.4873,500.6995,Coordinated Defense
24,953.2191,657.5183,193.21413,570.3911,1519.1074,615.0731,1191.4487,649.605,999.08875,554.39514,801.5565,615.69,1299.4708,502.15164,Coordinated Defense
25,757.0519,582.62744,191.74884,572.0636,1188.2596,649.8949,1519.2249,616.8877,993.4707,553.4377,808.68835,617.08496,1293.3639,501.9276,Coordinated Defense
26,705.6271,555.4483,191.56818,571.9006,1520.8384,618.3757,1184.1573,651.8434,813.0931,622.16925,983.773,552.25354,1289.0343,501.69168,Coordinated Defense
27,654.2023,528.26917,190.18898,572.22174,1521.0708,617.34143,1178.9708,658.4645,980.7317,550.6612,819.96466,623.5617,1291.2653,501.0375,Coordinated Defense
28,702.8517,593.5235,186.84683,571.99963,1520.5217,617.31476,1171.555,661.4577,981.9563,551.1187,826.83636,624.7865,1284.755,501.3283,Coordinated Defense
29,702.6248,591.62494,185.04178,572.5122,1520.0166,616.69556,1169.384,662.23615,976.5798,552.4434,833.5121,625.6422,1281.8408,501.58536,Coordinated Defense
