frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,1489.0039,613.12775,483.46548,511.77826,712.15155,720.13763,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
2,0.0,0.0,1490.9635,615.20856,486.63742,513.96606,712.8997,716.8321,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
3,0.0,0.0,1490.7896,616.7566,714.10516,715.1072,490.2479,513.18005,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
4,0.0,0.0,1490.8832,617.1097,714.81976,714.98914,497.15634,512.7778,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
5,0.0,0.0,1490.2507,617.5119,716.495,714.2551,508.6743,505.42786,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
6,0.0,0.0,1490.1696,617.14417,717.95056,715.66364,517.2087,513.46515,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
7,0.0,0.0,1489.8763,616.7111,717.6979,718.29755,527.5611,513.59344,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
8,0.0,0.0,717.37616,722.6778,1489.7908,615.748,536.1373,514.78125,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
9,0.0,0.0,724.1923,726.177,1489.4282,615.0441,545.38324,518.3434,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
10,0.0,0.0,728.07135,730.95856,1489.0198,613.5441,563.5174,525.10693,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
11,0.0,0.0,1489.6245,612.8931,729.62366,733.57697,576.6679,524.483,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
12,0.0,0.0,1489.1093,611.6902,731.04,733.53064,584.3138,524.5342,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
13,0.0,0.0,1487.8201,610.3185,732.7376,734.2114,587.09674,523.99286,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
14,0.0,0.0,1484.7119,609.6447,735.91406,733.9753,588.37256,522.8883,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
15,0.0,0.0,1484.3319,609.2045,739.58844,731.3268,591.4272,522.11975,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
16,0.0,0.0,1482.0752,608.5147,749.9229,729.21466,593.7744,519.9454,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
17,0.0,0.0,1483.1729,606.5567,760.4979,727.04376,600.2954,519.638,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
18,0.0,0.0,1482.2915,603.0244,772.8077,724.1577,603.553,518.95526,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
19,0.0,0.0,1480.0668,600.88635,786.9718,725.24274,605.24384,518.75323,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
20,0.0,0.0,1471.9219,597.3008,804.0506,725.819,606.45526,518.4189,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
21,0.0,0.0,1458.3881,595.3281,817.2156,729.16534,607.13934,517.4166,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
22,0.0,0.0,1440.6401,593.80743,831.719,734.1151,610.42755,518.0101,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
23,0.0,0.0,1425.8921,591.9174,860.94257,737.91144,614.44073,521.6984,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
24,0.0,0.0,1416.7977,592.5824,878.5308,741.33435,618.70264,528.8496,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
25,0.0,0.0,1412.3018,592.6314,892.9145,744.9811,620.68994,531.1093,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
26,0.0,0.0,1412.72,594.09424,898.7599,749.85236,622.68964,533.15735,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
27,0.0,0.0,1412.6611,595.5426,902.47,752.7243,623.4597,534.14044,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
28,0.0,0.0,1412.3368,596.2975,902.5883,756.30695,622.2437,534.4302,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
29,0.0,0.0,904.6645,760.8959,1412.1074,598.2005,622.20447,534.89636,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
