frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,640.5209,590.4658,1529.1266,650.6975,1346.3867,601.31396,474.5273,565.24615,904.02264,654.4855,150.65578,618.7652,685.603,480.29727,Coordinated Defense
2,640.7973,588.57,1529.3186,649.8218,1350.9641,601.7723,475.5396,565.5016,889.4755,652.4043,147.585,616.9203,684.76776,481.32193,Coordinated Defense
3,640.94934,587.5273,1530.4883,650.09503,476.73346,565.6316,1355.3191,602.0044,142.08473,613.8864,867.6075,651.2122,686.1645,480.4009,Coordinated Defense
4,641.1014,586.4846,1531.3774,652.096,1356.7792,603.17883,478.55475,567.241,864.54065,650.8734,685.50616,481.14758,136.94337,612.672,Coordinated Defense
5,637.04004,585.8052,1532.4791,652.74536,1366.7544,602.4834,480.05072,568.3136,853.2399,646.9533,684.25836,482.65906,134.15668,611.93207,Coordinated Defense
6,632.98773,587.98553,1370.4181,597.79346,1531.7949,653.5676,481.21603,568.56177,682.69293,481.9315,128.589,609.96814,843.9293,643.7074,Coordinated Defense
7,629.61536,588.67126,1530.864,654.03876,482.09418,568.82745,1379.5468,592.89276,837.96674,642.2931,679.97845,483.86063,124.7124,609.6468,Coordinated Defense
8,626.31915,589.41736,1532.4187,652.67975,482.81537,569.2834,834.6591,640.42786,1136.6982,511.3369,1387.9115,592.31537,121.93985,607.841,Coordinated Defense
9,623.0229,590.16345,1532.756,653.0058,485.58057,568.8095,1398.8223,589.2736,117.112946,609.103,1138.4896,514.1843,826.8055,638.2814,Coordinated Defense
10,619.7267,590.90955,1412.4125,591.12854,1531.7917,653.4325,487.4674,568.91583,673.0345,488.23,114.617615,607.2685,956.593,482.74344,Coordinated Defense
11,616.4305,591.65564,490.60617,568.7488,668.7863,486.38684,112.96196,606.73004,811.4124,634.13605,1528.0254,652.2656,954.0007,484.16656,Coordinated Defense
12,726.9303,589.2992,493.99033,568.4435,1533.8522,652.39233,665.5661,485.76703,805.50006,632.92346,110.25503,606.958,954.74756,484.59448,Coordinated Defense
13,519.49817,701.73755,495.3559,568.8747,1535.6917,649.5886,662.5371,488.05685,802.1158,629.1498,952.2346,482.57968,106.42714,607.15796,Coordinated Defense
14,591.35876,592.63074,496.46863,570.4442,97.32344,604.38007,1536.9568,646.1079,664.10187,488.40332,788.181,626.6982,948.4804,482.7726,Coordinated Defense
15,591.54926,560.256,90.82703,603.4716,497.02927,571.5683,1535.5457,649.2926,657.1597,488.918,946.9025,483.99725,778.94,626.7976,Coordinated Defense
16,591.7397,527.8813,498.0623,572.1756,768.1098,626.90717,85.949715,603.6541,1539.4266,654.88617,943.62506,483.59592,656.7716,491.71896,Coordinated Defense
17,591.9301,495.50656,81.782295,604.29456,497.6721,572.42914,1540.0964,652.71545,769.2027,627.77936,944.1142,484.50775,653.27795,495.79776,Coordinated Defense
18,592.1206,463.13184,80.96724,606.38403,495.79663,572.31494,767.2299,627.5044,942.7821,485.40762,1544.9043,648.4202,646.5901,488.68796,Coordinated Defense
19,592.31104,430.7571,78.89957,605.261,495.45282,573.5774,643.75226,488.3241,764.0732,627.6219,947.11694,483.97205,1547.654,638.87463,Coordinated Defense
20,592.50146,398.3824,78.59292,607.22833,492.70764,575.6845,759.60345,627.4127,945.4469,484.22037,640.9041,488.4655,1549.8617,642.7632,Coordinated Defense
21,438.9401,676.8823,490.68616,576.087,940.1295,483.74518,75.50148,605.7017,752.9563,626.2735,1551.7325,650.66785,637.3161,488.8225,Coordinated Defense
22,354.56702,815.48865,74.87328,605.41644,487.86758,578.8872,1553.8511,650.2686,748.9888,625.29663,935.3011,480.8834,635.79425,489.44672,Coordinated Defense
23,270.19394,954.09503,484.37283,580.1596,68.27774,604.1507,1557.7734,651.51013,745.1811,623.38184,638.8252,491.66522,1107.8856,524.33734,Coordinated Defense
24,185.82086,1092.7013,482.5647,582.3853,65.97444,602.94604,737.53955,622.8568,1560.9087,652.44946,640.92804,492.26776,920.4334,481.91388,Coordinated Defense
25,101.4478,1231.3077,477.51935,582.96747,62.450615,603.9076,731.88403,618.9898,1558.9646,650.8178,637.87604,492.4165,924.7757,481.89633,Coordinated Defense
26,17.074724,1369.9141,58.61959,603.27344,475.9251,582.14453,728.7756,616.64886,919.6179,482.78754,1559.1439,648.52454,1113.1488,527.8211,Coordinated Defense
27,-67.29835,1508.5204,472.6689,583.5652,57.365887,602.8719,721.21783,615.075,1561.5741,647.69025,920.62445,484.00522,1109.0403,529.1619,Coordinated Defense
28,-151.67142,1647.1267,473.74915,580.6844,711.73096,613.4497,56.803547,603.49976,915.6343,483.67572,1564.3608,646.30725,631.937,485.6536,Coordinated Defense
29,-236.0445,1785.733,474.9917,579.3834,709.29974,613.6132,56.791847,601.39166,916.20764,483.21106,1566.1918,646.1876,633.86597,485.3143,Coordinated Defense
