frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,979.33527,652.6088,428.80963,564.0173,1348.7938,601.2434,73.1304,808.80084,0.0,0.0,0.0,0.0,Coordinated Defense
2,0.0,0.0,1351.7051,600.0914,431.72183,560.74695,73.899826,809.0388,986.01984,647.6063,0.0,0.0,0.0,0.0,Coordinated Defense
3,0.0,0.0,1353.667,601.306,74.27658,809.0433,991.8627,646.3103,434.4876,556.84106,1768.8329,537.99384,0.0,0.0,Coordinated Defense
4,0.0,0.0,1355.522,600.18994,74.407036,809.06775,992.71484,644.7688,437.87143,556.8991,1768.6025,539.2495,0.0,0.0,Coordinated Defense
5,0.0,0.0,1356.377,598.99176,74.203674,809.1817,994.7783,641.143,444.05026,556.7584,1768.5714,534.64374,0.0,0.0,Coordinated Defense
6,0.0,0.0,1357.6194,597.6635,73.91695,809.34845,996.0585,642.17145,451.5371,555.22296,0.0,0.0,0.0,0.0,Coordinated Defense
7,0.0,0.0,1360.7157,596.4564,73.43831,809.3069,997.11633,641.5137,459.90463,555.2388,0.0,0.0,0.0,0.0,Coordinated Defense
8,0.0,0.0,73.273155,809.28204,1371.4222,596.869,997.89795,640.97125,471.15137,556.18317,0.0,0.0,0.0,0.0,Coordinated Defense
9,0.0,0.0,72.97353,809.2615,1381.6243,594.48065,1001.035,641.974,479.3851,556.3856,0.0,0.0,0.0,0.0,Coordinated Defense
10,0.0,0.0,72.67336,809.2753,1386.5361,593.6759,1005.76746,642.5105,484.69388,556.0651,0.0,0.0,0.0,0.0,Coordinated Defense
11,1227.4792,95.18881,72.6816,809.3097,1392.5986,593.77954,1009.17377,641.3786,500.93924,559.0033,0.0,0.0,0.0,0.0,Coordinated Defense
12,1227.4792,95.18881,72.6593,809.3599,1014.1794,640.01184,1395.56,594.9741,501.86246,560.90955,0.0,0.0,0.0,0.0,Coordinated Defense
13,1227.4792,95.18881,72.36322,809.45355,1018.0451,639.5352,1396.1302,596.5634,502.80673,562.38275,0.0,0.0,0.0,0.0,Coordinated Defense
14,1227.4792,95.18881,72.34739,809.4739,1018.8998,639.04254,1396.259,597.2989,504.16647,559.55426,0.0,0.0,0.0,0.0,Coordinated Defense
15,1227.4792,95.18881,1020.65424,640.07526,72.31245,809.8187,1397.8151,598.16016,513.78625,562.59564,0.0,0.0,0.0,0.0,Coordinated Defense
16,1227.4792,95.18881,1020.8009,639.82007,72.28259,810.2146,515.7547,563.21405,1398.7072,597.8807,0.0,0.0,0.0,0.0,Coordinated Defense
17,1227.4792,95.18881,1019.002,639.5472,72.32559,810.9906,524.0183,563.29675,1399.5627,595.9402,0.0,0.0,0.0,0.0,Coordinated Defense
18,1227.4792,95.18881,1013.1214,639.1408,71.945816,813.45123,529.0961,561.336,1398.0194,592.66766,0.0,0.0,0.0,0.0,Coordinated Defense
19,1227.4792,95.18881,1010.14105,638.62573,71.68742,815.53845,537.8927,556.07715,1394.8729,590.4402,0.0,0.0,0.0,0.0,Coordinated Defense
20,1227.4792,95.18881,1007.0283,636.8881,543.8191,555.0218,71.77866,818.4155,1394.3043,587.46783,0.0,0.0,0.0,0.0,Coordinated Defense
21,1227.4792,95.18881,1002.76917,635.48785,72.17045,820.1456,1394.8809,581.60596,547.58276,551.5651,0.0,0.0,0.0,0.0,Coordinated Defense
22,1227.4792,95.18881,999.9984,634.87946,72.60862,822.09314,1396.7738,577.79956,562.20905,551.38806,0.0,0.0,0.0,0.0,Coordinated Defense
23,1227.4792,95.18881,1000.03516,634.5915,73.134575,823.2247,1398.7861,575.6552,571.58466,549.8402,0.0,0.0,0.0,0.0,Coordinated Defense
24,0.0,0.0,1003.03265,633.9814,72.84921,826.06323,1402.876,573.5672,579.9401,548.2902,0.0,0.0,0.0,0.0,Coordinated Defense
25,0.0,0.0,1006.7473,635.5965,73.077774,828.7969,1406.0405,572.1637,591.95953,551.7265,0.0,0.0,0.0,0.0,Coordinated Defense
26,0.0,0.0,1008.74084,637.77545,73.382545,830.5212,606.61224,553.73987,1407.258,571.32434,0.0,0.0,0.0,0.0,Coordinated Defense
27,0.0,0.0,1007.2406,640.3768,73.3131,832.6773,620.5373,555.8101,1404.7009,572.00836,0.0,0.0,0.0,0.0,Coordinated Defense
28,0.0,0.0,1008.394,639.8857,632.8357,557.88416,1406.9819,571.17444,74.14407,833.58386,0.0,0.0,0.0,0.0,Coordinated Defense
29,0.0,0.0,1009.0863,640.18036,639.18256,558.4709,73.805954,834.38,1398.1649,567.2819,829.05194,485.09665,0.0,0.0,Coordinated Defense
