frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,1638.731,582.2308,191.28273,483.34073,565.6796,706.4946,1033.1373,532.81946,0.0,0.0,0.0,0.0,Coordinated Attack
2,0.0,0.0,1635.4791,589.27954,195.98811,483.71506,570.69086,707.2409,1028.2015,533.4988,0.0,0.0,0.0,0.0,Coordinated Attack
3,0.0,0.0,1619.7573,576.8939,577.9634,709.5515,199.25044,486.50266,1023.6111,533.1622,0.0,0.0,0.0,0.0,Coordinated Attack
4,0.0,0.0,585.0519,706.12317,1615.5201,572.657,210.81723,482.87665,1021.66864,537.4771,0.0,0.0,0.0,0.0,Coordinated Attack
5,0.0,0.0,589.499,705.63306,219.56667,480.3443,1612.9901,573.055,1021.34283,538.9913,0.0,0.0,0.0,0.0,Coordinated Attack
6,0.0,0.0,1015.6593,537.80664,1608.9005,573.5701,593.2504,704.4967,806.8272,504.98404,0.0,0.0,0.0,0.0,Coordinated Attack
7,696.32294,166.27423,1608.1187,571.53296,598.3943,701.8867,1015.5851,536.14606,807.35364,511.5531,0.0,0.0,0.0,0.0,Coordinated Attack
8,678.9526,150.84888,1599.4783,566.491,1006.5657,534.3945,603.263,697.19794,807.6469,520.7342,0.0,0.0,0.0,0.0,Coordinated Attack
9,662.5643,135.3881,1592.012,560.84143,995.0572,524.789,610.4252,697.91644,813.3727,541.1716,0.0,0.0,0.0,0.0,Coordinated Attack
10,645.70355,122.54665,619.93994,695.112,1584.2378,550.9457,985.24896,523.66974,800.0191,544.864,0.0,0.0,0.0,0.0,Coordinated Attack
11,628.18945,111.46412,622.73724,692.0749,1578.4095,540.7468,973.65497,522.7251,796.7642,554.6992,0.0,0.0,0.0,0.0,Coordinated Attack
12,613.42566,102.442665,625.51117,687.6436,1566.4507,528.94666,967.42804,518.05475,793.87823,555.7953,0.0,0.0,0.0,0.0,Coordinated Attack
13,599.77454,93.93889,626.4752,683.3602,960.9566,516.3329,1544.9543,526.5535,792.0549,559.44946,0.0,0.0,0.0,0.0,Coordinated Attack
14,584.43976,86.6697,1534.8129,526.90857,953.1067,505.51562,630.7825,676.868,787.9676,561.6355,0.0,0.0,0.0,0.0,Coordinated Attack
15,568.5146,81.592804,1519.8845,524.28687,944.44604,499.72433,633.97455,674.6774,784.1373,563.8319,0.0,0.0,0.0,0.0,Coordinated Attack
16,555.86664,77.081,1511.5502,520.6215,629.58215,670.05164,926.17957,492.568,783.37396,561.81726,0.0,0.0,0.0,0.0,Coordinated Attack
17,539.8104,75.672226,636.34375,666.581,1502.8922,518.4075,916.92303,494.16156,783.5084,563.51654,0.0,0.0,0.0,0.0,Coordinated Attack
18,528.43054,74.65556,641.6399,663.1044,1495.3491,515.9672,906.3178,490.04504,783.22125,563.7963,0.0,0.0,0.0,0.0,Coordinated Attack
19,513.2881,74.64008,643.89795,660.042,897.63727,492.62796,1460.1846,499.64215,782.5686,563.666,0.0,0.0,0.0,0.0,Coordinated Attack
20,501.99805,75.58615,645.48816,656.8851,898.5325,492.17978,1432.2921,490.15735,785.0863,562.0564,0.0,0.0,0.0,0.0,Coordinated Attack
21,488.91684,78.595215,642.1156,654.32874,894.42975,490.04657,1428.5938,493.02536,783.3584,558.3114,0.0,0.0,0.0,0.0,Coordinated Attack
22,476.05194,80.30036,893.1085,488.18152,1399.8914,490.9676,644.8142,650.3219,787.1153,552.2054,0.0,0.0,0.0,0.0,Coordinated Attack
23,463.187,82.00551,1383.5321,492.05655,647.6862,644.4096,888.9483,486.37274,787.6416,542.8136,0.0,0.0,0.0,0.0,Coordinated Attack
24,450.3221,83.710655,1371.6709,491.0609,647.7888,641.31744,884.32404,484.40073,790.3606,543.1925,0.0,0.0,0.0,0.0,Coordinated Attack
25,437.45718,85.4158,1353.224,487.26495,646.4031,636.2706,872.3601,482.28152,787.64795,544.9862,0.0,0.0,0.0,0.0,Coordinated Attack
26,424.5923,87.12095,1333.1412,482.71164,648.24084,630.68665,789.3943,541.4072,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Attack
27,411.7274,88.826096,646.2666,622.93097,796.81573,535.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Attack
28,398.86246,90.53124,649.9586,618.67505,797.3755,507.17322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Attack
29,385.99756,92.23639,651.5894,611.6286,797.3791,502.41873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Attack
