frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,1152.0275,546.38934,395.54575,662.0691,1237.0624,757.75006,964.10834,500.96445,1238.2225,561.654,0.0,0.0,0.0,0.0,Coordinated Defense
2,1152.0275,546.38934,394.85376,663.3591,1238.0471,760.21625,966.6723,500.8604,1232.4504,559.1277,0.0,0.0,0.0,0.0,Coordinated Defense
3,1152.0275,546.38934,1238.5178,760.6663,395.61304,662.7085,962.81323,503.7419,1234.5316,561.71216,1219.8029,530.67664,0.0,0.0,Coordinated Defense
4,1293.1392,663.5562,394.30914,662.08905,1235.2394,759.9811,970.17584,503.292,1234.1384,556.5965,1219.9706,534.0437,0.0,0.0,Coordinated Defense
5,1370.7505,727.998,1235.486,759.8125,394.79147,661.9983,956.6665,502.44492,1218.0105,529.99725,0.0,0.0,0.0,0.0,Coordinated Defense
6,1286.8315,659.74066,1241.922,751.5165,403.93002,660.8369,955.79553,500.89868,1213.9263,528.33386,0.0,0.0,0.0,0.0,Coordinated Defense
7,1117.2177,676.04645,1239.8673,750.44025,405.55554,658.45825,953.044,501.49112,1214.6783,529.19275,0.0,0.0,0.0,0.0,Coordinated Defense
8,1118.0719,676.0797,403.91306,656.6675,1240.0848,750.84357,952.55853,501.10312,1219.5269,543.08936,0.0,0.0,0.0,0.0,Coordinated Defense
9,1118.3568,676.56903,403.51398,658.5962,1230.0791,748.82,953.97626,499.02295,1217.4692,546.76666,0.0,0.0,0.0,0.0,Coordinated Defense
10,1116.3046,677.8728,413.5302,661.40845,1217.089,737.83,952.2815,499.53568,1221.1761,543.4773,1107.3372,503.08746,0.0,0.0,Coordinated Defense
11,1106.3801,679.18164,1202.6538,739.82434,447.0833,660.91327,951.08685,501.55142,1223.6853,543.93286,0.0,0.0,0.0,0.0,Coordinated Defense
12,1096.4557,680.4905,1206.9166,746.8756,465.42206,649.1284,944.8312,497.06723,1202.2302,535.04974,0.0,0.0,0.0,0.0,Coordinated Defense
13,282.42108,547.12616,1183.4384,731.2615,482.231,652.49194,941.6944,494.9175,1227.1558,528.2135,0.0,0.0,0.0,0.0,Coordinated Defense
14,-169.76396,474.36475,1175.6581,732.562,480.2579,663.1435,944.5647,494.79526,1232.3325,524.51984,0.0,0.0,0.0,0.0,Coordinated Defense
15,-621.949,401.60336,1171.017,735.56866,945.20166,489.23593,491.5472,666.26526,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
16,-1074.134,328.84195,1165.353,728.8213,501.64716,665.3477,945.6762,488.95685,1197.5266,533.97327,1086.2037,496.4673,0.0,0.0,Coordinated Defense
17,-1526.3191,256.08057,944.5697,488.61823,1159.2153,728.6814,506.7168,670.4805,1192.8044,534.1093,0.0,0.0,0.0,0.0,Coordinated Defense
18,-1978.504,183.31915,1156.9064,745.27997,940.01953,487.2365,514.86346,668.12756,1191.6135,538.2446,0.0,0.0,0.0,0.0,Coordinated Defense
19,-2430.6892,110.557755,517.3002,666.62,1153.0421,753.2369,938.3076,484.9221,1197.501,544.19684,0.0,0.0,0.0,0.0,Coordinated Defense
20,-2882.874,37.796356,547.8525,659.82404,1146.4135,761.177,938.04297,483.48764,1209.9913,552.8301,0.0,0.0,0.0,0.0,Coordinated Defense
21,-3335.059,-34.965042,526.3884,669.8053,1145.1426,760.22406,935.6812,480.1835,1209.8209,556.46954,0.0,0.0,0.0,0.0,Coordinated Defense
22,-3787.2441,-107.72644,531.9605,667.64386,1143.7876,756.06335,931.5756,480.24707,1234.175,563.27814,0.0,0.0,0.0,0.0,Coordinated Defense
23,-4239.429,-180.48784,559.23157,663.64575,1139.1467,740.178,1217.2285,564.4925,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
24,-4691.6143,-253.24924,553.04913,666.23785,1137.025,744.5621,1238.5726,562.1836,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
25,1295.5767,673.9137,565.2981,667.1619,1134.1167,743.1915,1247.4373,561.2082,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
26,1310.213,673.36975,636.63776,666.0469,1130.8497,741.93024,1257.4661,562.2111,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
27,1322.9943,671.6688,648.43976,665.74023,1128.2733,742.84576,1270.8126,564.2618,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
28,1334.6897,676.303,659.45605,666.17114,1125.716,743.35297,1280.3745,566.13947,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
29,1340.6488,678.37646,670.36206,665.8824,1117.9369,739.9188,1279.7908,565.866,0.0,0.0,0.0,0.0,0.0,0.0,Coordinated Defense
