frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,546.19366,515.7442,1296.2018,671.11176,448.07498,640.4686,274.46286,563.9223,1427.1328,521.84296,749.51447,690.5913,884.6505,681.4206,Coordinated Defense
2,545.8306,516.87964,1296.4154,671.28705,450.21674,638.9833,275.97284,564.16504,749.1563,689.1226,1425.8075,521.8604,884.449,681.18866,Coordinated Defense
3,545.7639,516.58673,1295.556,670.9752,451.208,638.4639,277.1969,564.3574,748.9214,689.05774,1423.4828,522.27484,886.6451,680.3104,Coordinated Defense
4,545.97876,516.21106,1294.3113,670.8719,452.65988,638.8416,279.6467,564.1002,748.0379,687.6008,888.4963,680.7297,1419.7281,521.39435,Coordinated Defense
5,546.1117,516.575,1290.769,671.7564,454.70764,639.47894,279.72226,564.8734,747.72626,685.8478,884.27136,682.5544,1419.52,520.68365,Coordinated Defense
6,546.3248,515.9349,457.87308,639.8591,1288.466,672.50275,281.80164,566.0577,744.9942,686.3505,1418.4064,519.6376,884.9219,683.0074,Coordinated Defense
7,546.4698,515.00977,459.59164,639.80115,1287.4069,672.7066,282.0072,564.7533,744.524,686.63806,1415.6976,519.0813,885.53546,679.61914,Coordinated Defense
8,546.34875,514.40533,463.68832,641.05756,1288.1758,672.6512,283.75858,564.06396,740.96674,687.07855,1410.8517,518.796,882.21295,679.9086,Coordinated Defense
9,546.3865,514.32416,470.3257,640.75696,1285.656,673.7618,284.18286,564.686,1407.5681,518.872,740.5525,687.42523,876.5315,686.77594,Coordinated Defense
10,546.492,515.81555,1285.5393,674.5551,475.64133,640.8049,285.12384,565.4717,1407.2339,517.8604,738.95807,687.9675,876.5425,683.4529,Coordinated Defense
11,546.6839,516.3826,482.642,641.9466,1285.1095,675.8723,288.6661,565.7506,1402.0913,516.16315,865.15845,689.25616,738.30194,687.81573,Coordinated Defense
12,547.0714,516.8694,1285.5923,677.1053,486.65173,642.34656,292.8872,566.1408,1398.3895,515.6906,872.7117,692.053,736.83325,689.8459,Coordinated Defense
13,547.1278,516.27795,1286.6006,677.70856,492.4996,644.1065,296.77377,567.81506,1394.4775,510.98642,859.00055,692.4813,799.24316,693.82294,Coordinated Defense
14,546.7197,515.4836,1287.3412,677.5398,495.58823,643.402,300.2343,566.45245,1391.0562,510.49475,858.9293,692.7304,798.10614,694.8222,Coordinated Defense
15,546.70154,515.28186,498.19302,643.8278,1288.1365,678.30115,1388.8821,515.6435,302.4169,567.6618,860.8086,696.116,797.2829,697.75024,Coordinated Defense
16,546.8723,514.8529,501.35025,644.4694,1289.272,678.1241,1386.3706,502.94913,305.0382,566.61786,857.8995,698.0796,796.5304,699.7749,Coordinated Defense
17,547.12964,514.3572,503.7087,644.0574,1291.6495,677.36957,1383.8934,506.64572,322.92218,564.8505,858.9704,697.82605,796.2617,701.498,Coordinated Defense
18,547.39856,514.5177,505.8637,645.1285,1293.4617,676.6214,324.81662,565.6378,1381.7383,514.80804,798.7627,700.5885,0.0,0.0,Coordinated Defense
19,547.83466,515.2001,506.80453,646.40686,1295.1051,677.54987,321.77188,566.76117,1379.1134,507.9186,799.2989,701.8453,0.0,0.0,Coordinated Defense
20,548.5681,515.15247,508.01828,648.4607,1295.4242,677.1245,323.02676,567.37177,1376.754,509.7812,800.1389,702.2025,0.0,0.0,Coordinated Defense
21,633.4624,819.6089,509.6198,648.2193,1297.3062,677.47876,325.14636,566.7656,1375.6443,511.77713,801.1636,702.4201,0.0,0.0,Coordinated Defense
22,549.0716,515.90924,1298.4313,678.4357,511.60004,649.24457,324.60602,567.89856,1375.5099,517.77466,805.334,703.9856,0.0,0.0,Coordinated Defense
23,641.3604,816.74146,1299.0759,679.3819,512.35486,649.3125,322.66412,568.705,1373.541,516.60675,804.47845,705.26086,0.0,0.0,Coordinated Defense
24,680.7384,940.9533,513.0885,649.2493,1298.9246,678.5298,326.5136,566.72546,1372.452,518.054,807.61365,701.5718,0.0,0.0,Coordinated Defense
25,720.11633,1065.1652,512.9273,649.4865,1298.7592,678.55634,324.52762,567.9174,1371.6637,518.9692,811.23975,700.9665,0.0,0.0,Coordinated Defense
26,681.5194,795.9784,514.73926,648.81335,1298.4453,678.9219,323.7743,569.1669,1369.2058,506.8756,821.1385,700.7858,0.0,0.0,Coordinated Defense
27,748.62177,793.3086,515.30286,647.7245,1298.8435,678.82086,325.09497,568.9081,1368.0854,510.59985,846.83075,699.83685,0.0,0.0,Coordinated Defense
28,783.9494,750.3693,516.2605,647.8395,1297.5212,678.1462,328.62924,568.89484,1364.4554,510.6424,843.1198,693.24445,0.0,0.0,Coordinated Defense
29,738.60486,784.08936,516.2929,648.1077,1296.9181,677.7228,333.76904,569.2706,1360.9761,507.88257,869.828,699.26855,0.0,0.0,Coordinated Defense
