frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,619.5705,699.9492,996.5537,698.83167,1343.6395,690.89355,303.3148,690.9513,674.6389,557.48157,1560.9875,675.5902,Coordinated Defense
2,0.0,0.0,623.6369,700.0562,303.57117,690.54504,997.4472,697.6022,1343.699,688.7729,673.08496,557.5984,1557.9299,675.7949,Coordinated Defense
3,0.0,0.0,992.97424,695.5142,305.16354,689.4263,1344.404,686.8057,629.8832,699.5987,673.2234,557.8381,1555.1814,674.3336,Coordinated Defense
4,0.0,0.0,645.46716,698.9456,305.689,688.5201,1343.9115,685.1759,989.24023,694.26996,1550.9572,671.18115,671.71356,556.9415,Coordinated Defense
5,0.0,0.0,652.2256,699.23566,1344.8684,683.97296,304.73804,687.79,988.943,690.82806,1548.8955,669.81995,672.15265,558.31854,Coordinated Defense
6,0.0,0.0,658.02386,699.3564,304.1121,687.783,1344.7802,682.3015,987.7802,687.7677,1545.7599,668.8541,86.4101,840.1225,Coordinated Defense
7,0.0,0.0,1343.6886,680.6809,304.28326,686.5143,987.3015,682.7958,662.4059,699.016,86.47793,840.13776,1540.1908,665.76733,Coordinated Defense
8,0.0,0.0,304.19348,685.3174,1342.306,678.24207,988.9338,681.1487,663.9547,698.7992,1537.3235,662.8143,86.59578,840.155,Coordinated Defense
9,0.0,0.0,302.6923,684.46686,1340.8833,675.5001,996.31885,680.0152,1531.503,661.97504,664.5448,697.9356,86.64853,840.1893,Coordinated Defense
10,0.0,0.0,1337.5093,674.7563,303.5119,684.242,998.3225,677.4474,1528.3673,659.80634,666.05115,695.3317,86.182884,840.30194,Coordinated Defense
11,0.0,0.0,1335.3699,675.12665,302.36002,682.45667,998.29834,677.7809,1522.9159,656.9752,668.0765,694.88,86.22595,840.2927,Coordinated Defense
12,0.0,0.0,1331.807,674.7174,669.0064,694.0991,997.70856,677.60376,301.86157,680.7562,1518.3761,655.2445,86.215195,840.327,Coordinated Defense
13,0.0,0.0,1330.7811,675.7558,668.3765,692.8552,997.7766,677.1324,302.89658,679.9714,1513.2568,652.47876,86.542564,840.5026,Coordinated Defense
14,0.0,0.0,1331.0493,675.1274,998.55475,676.72455,670.23254,691.47217,299.65652,678.19824,1509.7913,650.3509,86.49194,840.5992,Coordinated Defense
15,0.0,0.0,1331.5664,673.87604,671.16547,690.291,1001.5288,676.09796,296.9141,677.8759,1504.4174,643.8749,86.57373,840.4608,Coordinated Defense
16,0.0,0.0,1003.4591,675.9346,1329.7452,674.76764,669.49005,689.8153,295.52643,677.4218,1502.2788,634.4294,86.69794,840.409,Coordinated Defense
17,0.0,0.0,1004.9102,675.9213,1328.5623,674.4922,666.2856,690.05853,293.72287,678.8243,1494.5696,630.1937,86.454636,840.52423,Coordinated Defense
18,0.0,0.0,1004.6553,677.00073,1323.2933,675.2008,297.0419,678.2179,663.5754,691.0328,1489.543,618.9104,86.47572,840.3014,Coordinated Defense
19,0.0,0.0,1004.7219,677.7453,298.40384,678.166,1318.1991,675.5774,662.6673,692.2663,1484.9462,616.5943,86.55856,840.33203,Coordinated Defense
20,0.0,0.0,1004.17957,678.426,301.90912,677.78015,1309.681,675.91595,663.7676,694.641,86.63619,840.2411,1475.1558,612.6239,Coordinated Defense
21,0.0,0.0,1005.0056,679.80194,304.0249,678.30524,1303.6803,675.80554,663.09216,694.3985,1471.4613,610.46875,86.50496,840.2649,Coordinated Defense
22,0.0,0.0,1462.5492,609.14606,308.3467,679.1651,1005.40717,680.53375,1298.5535,675.2889,662.77783,697.0518,86.63553,840.2142,Coordinated Defense
23,0.0,0.0,309.57584,678.45917,1007.37085,681.0684,1296.85,675.99756,1453.5693,606.6268,661.24866,698.7796,86.06202,840.0425,Coordinated Defense
24,0.0,0.0,311.56772,676.428,1005.3604,682.2775,660.5134,692.8621,1295.3384,675.11475,86.630646,839.953,1447.5929,602.7797,Coordinated Defense
25,0.0,0.0,1005.45996,682.88727,312.6957,674.4319,662.0414,692.97766,1292.215,674.3999,1441.539,597.709,86.13135,839.8837,Coordinated Defense
26,0.0,0.0,313.638,671.85565,1005.3498,681.6336,662.3541,691.5606,1437.5682,595.3812,1288.9001,673.6383,86.167786,839.852,Coordinated Defense
27,595.1287,94.199066,316.69846,670.54474,1004.34717,679.9579,1282.578,672.0919,662.6342,701.0911,1432.6385,593.8069,86.13027,839.8403,Coordinated Defense
28,595.1287,94.199066,319.92548,666.9612,1003.68024,679.5819,665.1915,697.96,1273.0685,673.0245,86.29502,839.8798,1427.913,588.893,Coordinated Defense
29,640.4138,121.36124,670.1908,685.8568,1005.06726,681.7264,1263.7954,675.4311,324.0492,661.9454,86.000084,839.83575,1424.3622,583.8867,Coordinated Defense
