frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,467.3421,652.0699,1505.5249,561.21686,991.1595,669.50256,1395.8658,686.0951,1177.8394,671.67285,1113.1447,495.19998,Coordinated Defense
2,0.0,0.0,467.0649,651.67114,1506.1926,561.37744,1396.6184,684.90356,995.9892,669.21875,1153.5538,671.34753,1113.269,494.88922,Coordinated Defense
3,1557.4294,700.69714,468.20645,651.56964,1505.6908,561.3253,999.6334,669.5039,1396.2415,684.7159,1159.0717,671.3898,0.0,0.0,Coordinated Defense
4,1557.7888,700.8673,469.36667,651.4681,1395.9996,684.11835,1505.3885,561.8445,1002.22906,669.4576,1183.8823,671.7349,1114.9081,491.83746,Coordinated Defense
5,1557.1788,699.7086,468.02734,650.9461,1393.233,683.22455,1504.926,561.5398,1003.57544,668.88824,1187.8143,672.01385,1116.7483,491.33435,Coordinated Defense
6,1556.5481,698.3322,469.32922,650.30945,1392.6229,681.94305,1504.7241,561.6689,1004.9012,668.72925,1186.965,671.7167,0.0,0.0,Coordinated Defense
7,1556.0903,697.3074,470.76932,649.47754,1391.4346,680.3427,1502.9901,562.19293,1005.2797,668.2337,1153.5162,670.82837,1118.2539,490.32062,Coordinated Defense
8,1555.6324,696.28253,470.20273,648.5681,1389.8563,680.8585,1501.5681,562.7598,1005.39667,668.01434,1161.3958,671.8607,0.0,0.0,Coordinated Defense
9,1555.1747,695.2577,469.41614,646.9761,1392.6328,679.2528,1505.7858,563.31824,1005.5269,667.98236,1157.9468,672.2397,0.0,0.0,Coordinated Defense
10,1554.7168,694.23285,468.0281,646.0725,1387.277,679.9012,1507.6078,564.82196,1006.2225,666.7058,1156.0675,672.6642,0.0,0.0,Coordinated Defense
11,1556.5994,698.9509,1383.4843,681.95135,468.61884,646.4328,1507.6853,565.0836,1010.49884,666.4432,1157.5276,672.84985,0.0,0.0,Coordinated Defense
12,1557.4288,701.08466,1381.907,681.0033,470.45587,646.19904,1506.0123,565.8875,1005.57153,665.4128,1157.7544,673.122,0.0,0.0,Coordinated Defense
13,1273.2046,796.55444,470.99075,647.1031,1381.2096,682.4192,1505.0023,566.7096,1003.91833,665.0652,1186.3906,672.7444,0.0,0.0,Coordinated Defense
14,1556.5623,699.08276,1379.563,682.9294,471.7382,647.3332,1505.5201,567.2368,1001.75464,665.2492,1163.6826,672.7248,0.0,0.0,Coordinated Defense
15,1556.1711,697.01184,1381.6516,681.8171,474.1799,646.70593,1505.6057,567.09625,995.7541,664.0269,1196.9218,671.5396,0.0,0.0,Coordinated Defense
16,1594.5072,682.576,1384.9246,682.18994,476.46014,647.7522,1504.8837,568.4173,1198.48,671.37146,993.6515,663.74725,1123.3809,526.9625,Coordinated Defense
17,1632.8433,668.14014,1385.93,681.4671,478.6021,646.964,1504.4084,569.0608,1200.5316,671.77167,995.3359,663.40875,1121.973,526.6121,Coordinated Defense
18,1671.1793,653.7043,1384.7115,680.882,480.15912,648.6174,1503.6664,569.7916,1202.96,671.3707,996.2661,664.411,1123.5326,526.6946,Coordinated Defense
19,1286.978,805.30225,1384.5552,680.3446,482.60513,649.27277,1503.1824,571.1228,1204.8965,670.58527,995.5331,664.90393,1124.3186,523.84106,Coordinated Defense
20,1286.9861,806.38,1388.6815,680.2957,484.88754,650.8159,1499.24,570.97186,1207.8646,669.5868,1002.5812,664.4757,1130.5778,519.6128,Coordinated Defense
21,1287.2585,805.2185,1386.9674,680.74634,486.52457,650.6846,1210.5208,669.6915,1496.1835,571.586,999.8482,665.7716,1131.6366,519.7935,Coordinated Defense
22,1286.4242,800.34033,1391.8666,680.7365,490.21362,651.30334,1211.7197,670.484,1501.1012,572.9488,991.6332,664.8825,1133.6104,519.1831,Coordinated Defense
23,1556.3287,697.1312,492.197,651.12103,1390.7433,680.8522,1500.7798,573.9646,1211.6925,672.119,986.54846,663.3751,1135.6339,528.6852,Coordinated Defense
24,1556.2584,697.2287,1396.3469,678.544,488.67596,650.6925,1498.4462,574.2042,1221.6925,672.52136,985.9605,662.0856,1142.2792,538.29175,Coordinated Defense
25,1619.3612,672.5795,494.78867,651.56146,1497.0236,574.4554,1393.9397,680.01526,1219.1841,672.6404,986.7951,660.6255,1142.8885,522.0948,Coordinated Defense
26,1557.7863,698.99445,499.00085,652.09106,1495.8848,574.65234,1392.4813,682.3234,1215.5728,673.3319,986.3253,660.9078,1145.6393,512.7625,Coordinated Defense
27,1560.0933,698.0214,500.22302,652.92755,1223.5254,673.23224,1496.4443,575.8411,1394.5122,684.39856,990.238,662.22296,1148.1903,509.83307,Coordinated Defense
28,1561.0879,693.2018,500.14233,654.68756,1225.2728,673.424,1496.3438,577.7089,1401.7921,682.7366,990.56177,661.8437,1149.0834,509.4951,Coordinated Defense
29,1562.6943,691.15125,1229.347,674.21655,500.7313,655.4339,1407.2495,682.5728,1494.9585,578.7879,992.4437,660.01514,1149.5239,512.91736,Coordinated Defense
