frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,967.6392,660.7316,492.83466,651.1556,1346.0756,678.78217,1433.5844,591.3553,1060.8483,507.80634,0.0,0.0,Coordinated Defense
2,0.0,0.0,1344.2035,678.6031,967.10724,661.15027,491.87277,651.7433,1433.2122,591.019,1062.2297,505.6367,0.0,0.0,Coordinated Defense
3,0.0,0.0,1344.431,680.34454,493.70966,652.4407,1432.5255,591.0798,966.8974,661.8754,1064.3749,506.24774,0.0,0.0,Coordinated Defense
4,0.0,0.0,967.3109,662.4794,493.91425,652.4796,1341.4386,682.462,1432.5302,591.37036,1066.7185,502.44748,0.0,0.0,Coordinated Defense
5,0.0,0.0,496.26773,652.1429,1432.5693,591.4146,1338.0657,686.92926,967.25037,663.3359,1067.9479,504.04807,900.1972,483.34613,Coordinated Defense
6,1335.4067,702.6299,497.0292,651.88873,945.5383,662.4666,1432.9711,592.189,1332.9902,686.388,1066.2795,503.10474,900.8775,484.41565,Coordinated Defense
7,1335.4067,702.6299,496.82117,652.1467,944.6811,662.66095,1061.2151,510.237,1433.7383,592.89014,1325.2389,690.7666,897.79016,485.99048,Coordinated Defense
8,1344.0459,698.6384,944.71094,662.5426,496.05835,652.0909,1061.1935,510.46655,1424.8711,594.9292,1294.15,689.03174,898.3905,480.42514,Coordinated Defense
9,1348.7974,696.4432,945.71075,662.7606,497.35596,652.3332,1298.4194,688.86694,1061.1195,516.6519,1427.5726,592.6997,0.0,0.0,Coordinated Defense
10,1353.549,694.2479,946.8122,663.21295,499.34787,652.3873,1060.6755,511.60242,1431.481,590.97015,1300.7153,688.90247,898.81586,484.31317,Coordinated Defense
11,1358.3004,692.0527,498.45468,651.7985,950.48376,662.20496,1060.5375,507.87573,1433.4896,591.2881,1319.5046,688.06915,899.65027,484.7161,Coordinated Defense
12,1363.052,689.8574,497.96805,650.4227,954.42065,661.7049,1060.5762,510.5009,1327.931,686.5932,1436.2971,592.21814,899.5956,484.9223,Coordinated Defense
13,1367.8035,687.6621,497.92444,649.23785,956.7724,661.0205,1352.6821,685.0551,1061.6124,510.25546,1436.6233,592.09155,902.9515,484.71622,Coordinated Defense
14,1372.555,685.46686,498.40164,648.1727,956.47284,662.6909,1342.7041,682.45135,1063.0614,512.3027,1436.3088,592.2017,899.12885,487.24323,Coordinated Defense
15,1377.3065,683.2716,499.41016,646.189,954.72943,662.4326,1326.4447,679.9022,1435.9692,592.38257,1065.1222,514.4981,898.49475,482.28345,Coordinated Defense
16,1246.4504,831.6313,953.86896,662.9164,499.70282,646.74207,1325.9435,678.9407,1067.0393,515.57355,1434.3541,592.735,900.523,487.93234,Coordinated Defense
17,1248.7489,828.4668,499.485,645.8775,950.2946,663.06915,1070.2882,514.05054,1329.2947,684.0141,1431.335,592.5114,901.482,486.02164,Coordinated Defense
18,1218.5883,863.0008,499.65396,644.68976,947.1486,665.5699,1071.9028,514.911,1336.5221,686.87146,1426.4668,593.21234,901.26086,485.98837,Coordinated Defense
19,1188.4277,897.53485,497.52515,643.11237,946.1371,666.9705,1342.6865,688.4474,1072.9941,510.98798,1432.4148,591.89105,901.91455,485.4237,Coordinated Defense
20,1158.2671,932.06885,495.75864,642.6058,946.2673,668.4863,1076.4132,509.89066,1374.0046,682.14355,1430.8947,591.974,900.871,489.57632,Coordinated Defense
21,1128.1066,966.6029,945.6408,669.3454,493.7868,641.79596,1067.6375,512.4956,1373.9937,680.2396,902.9384,490.27628,1288.429,653.8925,Coordinated Defense
22,1097.9459,1001.1369,494.14493,641.1856,945.79065,670.97656,1073.6774,510.64716,1367.9552,680.03064,903.2026,490.23303,1288.252,652.69824,Coordinated Defense
23,1067.7854,1035.6709,945.85095,671.53906,491.62906,642.75806,1078.6173,508.90854,1385.9263,684.34674,903.6878,496.89447,1283.0621,653.76166,Coordinated Defense
24,1037.6249,1070.205,945.1123,675.6027,490.33017,643.5651,1067.5477,507.56558,1409.3789,682.18335,1430.482,616.2297,901.15045,518.7199,Coordinated Defense
25,1218.9944,769.74866,944.00354,676.91693,489.96863,643.3199,1423.9565,679.8572,1079.0052,506.93976,1282.855,652.7072,0.0,0.0,Coordinated Defense
26,1220.0463,767.4095,944.50696,678.80005,489.77194,644.11237,1084.7292,512.0866,1433.285,679.3401,879.12427,521.1883,1285.1971,650.40717,Coordinated Defense
27,1259.4062,698.7531,943.91644,680.4892,490.03052,644.33093,1432.8207,679.42975,1087.7999,507.2484,907.68494,484.06598,1283.662,650.5284,Coordinated Defense
28,1412.9802,814.1983,943.97125,681.74084,490.41162,644.7469,1433.1548,679.2707,1087.4746,506.31937,907.74225,486.01532,1283.7157,651.60046,Coordinated Defense
29,1341.8298,704.448,943.4321,682.21783,490.88663,644.1249,1444.2261,682.6228,1095.6906,499.81778,905.0502,489.70468,1280.7792,652.58215,Coordinated Defense
