frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,73.073555,810.56537,1051.3788,603.183,248.47014,564.53265,1536.7429,557.99,862.5,490.3873,1300.5477,625.2362,Coordinated Attack
2,0.0,0.0,73.118256,810.8594,247.55638,563.3721,1046.2382,594.33,1297.4064,634.6701,1536.0363,556.5793,0.0,0.0,Coordinated Attack
3,0.0,0.0,72.701004,811.11145,1046.2468,591.3906,246.91489,560.2895,1536.1991,554.5879,1287.2561,631.4572,0.0,0.0,Coordinated Attack
4,0.0,0.0,72.63692,811.2407,1044.1016,584.59155,1278.1536,635.65186,1535.2083,552.21265,249.05745,557.71796,0.0,0.0,Coordinated Attack
5,0.0,0.0,1041.2529,583.4188,72.45226,811.58356,1531.9518,549.97754,259.3508,554.58386,1263.9323,633.6731,0.0,0.0,Coordinated Attack
6,0.0,0.0,72.373985,811.86194,1039.0818,582.3176,1524.1527,547.2658,278.72272,539.19904,1227.9357,633.1246,0.0,0.0,Coordinated Attack
7,0.0,0.0,1037.4675,579.61127,72.096535,812.1813,1226.1166,637.7234,285.90002,535.4098,1524.6074,543.2201,0.0,0.0,Coordinated Attack
8,0.0,0.0,1033.6476,576.34894,71.92283,812.26776,1219.1115,639.4249,274.70242,527.8409,1523.3182,540.5773,1091.9609,500.92807,Coordinated Attack
9,0.0,0.0,1025.5354,571.7029,72.11163,812.86896,1207.3326,648.2543,1522.1517,529.67865,298.4158,524.0488,1086.3336,503.23727,Coordinated Attack
10,799.1688,155.05446,72.02792,812.74945,1199.66,653.40466,1014.7692,566.975,1521.4247,526.0881,305.5153,522.6054,1087.0579,507.362,Coordinated Attack
11,774.44104,150.69717,1008.68256,563.6613,1192.4032,654.7969,72.00619,812.9209,1519.8435,517.64667,310.17712,522.42255,1086.551,503.83203,Coordinated Attack
12,760.84076,148.30067,1185.9843,656.19934,998.984,554.20593,72.03136,813.0536,311.88068,518.5979,1516.5996,504.38507,1083.5714,490.10754,Coordinated Attack
13,747.2404,145.90416,1181.3386,654.60895,72.09551,813.44684,988.8382,549.0529,322.5183,517.5943,1514.7483,498.1499,0.0,0.0,Coordinated Attack
14,733.64014,143.50766,1178.5155,655.52185,978.18585,549.2198,72.15745,813.1907,328.44608,511.8248,1517.6013,508.46213,0.0,0.0,Coordinated Attack
15,720.0398,141.11116,72.07855,813.0723,963.5027,545.0659,1154.2672,651.9224,329.668,505.0194,1512.1327,504.01678,1085.6268,490.39096,Coordinated Attack
16,706.4395,138.71465,72.00154,812.81,950.8633,546.80835,1140.9327,654.72516,1525.9629,499.02393,331.65378,496.32706,1083.7809,500.44522,Coordinated Attack
17,692.83923,136.31815,71.86268,812.76807,936.5903,546.2005,1508.2656,498.29285,1126.371,655.62415,1083.9939,490.92224,0.0,0.0,Coordinated Attack
18,679.2389,133.92165,71.80568,812.7194,1505.1335,497.17947,916.65027,546.2912,1079.9017,652.1802,1091.0217,487.6109,0.0,0.0,Coordinated Attack
19,665.6386,131.52515,71.67602,812.618,1503.6981,495.56686,922.9201,542.9951,1065.0112,653.4204,1096.7905,486.92505,0.0,0.0,Coordinated Attack
20,652.0383,129.12863,71.70797,812.52106,1496.7167,493.77774,900.0763,539.11127,1037.641,650.9321,1095.2515,524.1805,0.0,0.0,Coordinated Attack
21,638.438,126.73213,71.568275,812.5338,1492.1058,493.4055,903.66864,534.5832,1027.0717,649.7932,1094.5796,526.4713,0.0,0.0,Coordinated Attack
22,624.8377,124.335625,71.55956,812.5488,1038.2723,645.2817,1490.2501,493.09167,895.1726,528.89655,1097.7296,526.3547,0.0,0.0,Coordinated Attack
23,611.2374,121.939125,71.25528,812.5497,1489.9624,494.25998,1016.38416,642.4777,884.557,514.6366,1099.4622,525.50555,0.0,0.0,Coordinated Attack
24,0.0,0.0,71.23168,812.5946,993.8797,637.4654,1476.9635,493.91403,884.335,525.04895,1105.6472,523.7652,872.5661,510.089,Coordinated Attack
25,0.0,0.0,71.000786,812.7165,1488.4341,492.4761,954.033,634.1094,849.64246,525.69293,1108.5818,521.2918,0.0,0.0,Coordinated Attack
26,0.0,0.0,70.76039,812.9007,1485.1813,489.44672,947.98566,628.79926,846.8779,498.10327,1110.2491,518.57996,0.0,0.0,Coordinated Attack
27,0.0,0.0,70.59228,812.66327,1472.0564,485.33557,913.2543,637.1853,838.28577,526.9406,1112.8998,519.45197,0.0,0.0,Coordinated Attack
28,0.0,0.0,70.61309,812.87476,1471.1978,482.99707,921.436,638.819,829.0494,527.95966,1115.941,516.8689,0.0,0.0,Coordinated Attack
29,0.0,0.0,70.40771,813.01843,1465.2892,481.7384,819.5327,524.4366,909.7913,639.1383,1119.3467,517.8861,0.0,0.0,Coordinated Attack
