frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,1408.0508,733.29956,925.7781,643.5861,609.7809,586.6498,68.44346,605.3818,760.61835,516.61786,1410.7966,605.18964,1021.3093,518.92694,Coordinated Defense
2,1407.0001,734.092,929.0764,643.3818,613.0365,590.8155,69.89737,607.0932,1423.6232,605.26807,1014.55426,520.30615,760.4302,518.21045,Coordinated Defense
3,1406.4222,734.52783,929.87146,640.6688,614.09735,590.7833,70.011406,607.97345,1427.095,606.1494,1012.88635,521.2284,761.1304,518.70605,Coordinated Defense
4,1405.8444,734.9637,933.1,642.4672,614.1641,591.5936,69.21667,607.4552,1432.1031,605.9888,1016.47345,517.2712,758.5751,518.9784,Coordinated Defense
5,1404.2124,730.9802,935.1806,643.8158,68.18259,605.61163,612.2603,591.026,1429.025,606.118,1011.01276,522.10504,751.56213,517.50665,Coordinated Defense
6,1062.9087,542.00665,936.6965,647.969,67.80285,607.1149,612.74774,589.1141,1434.9596,605.8369,746.65186,515.61206,1000.8174,517.9668,Coordinated Defense
7,1066.0764,545.0993,938.27814,649.6056,67.847755,606.11584,609.6866,590.411,1437.8151,605.69543,741.4741,516.52075,997.23224,516.085,Coordinated Defense
8,1071.3931,551.92444,937.99725,656.1937,604.6782,589.42926,67.48591,605.94116,1445.2117,606.4746,997.0046,515.2909,730.9482,517.49695,Coordinated Defense
9,1073.169,554.39276,937.6756,654.1586,598.6444,588.7069,66.7811,606.7791,1442.9993,606.96844,693.9141,516.8552,983.25214,522.882,Coordinated Defense
10,1074.916,559.73975,935.95874,654.41113,588.13934,589.7232,66.754486,606.9523,1446.3401,607.362,983.9377,524.8341,685.85223,517.3904,Coordinated Defense
11,1069.3485,559.90784,930.06067,657.6997,572.44147,588.5891,66.288246,606.3402,1448.41,606.8916,717.046,521.87225,971.25146,518.2584,Coordinated Defense
12,1063.7809,560.0759,565.0447,588.668,1447.7504,606.16455,702.31396,519.3095,931.1634,656.4392,65.18444,607.73267,0.0,0.0,Coordinated Defense
13,1058.2134,560.244,546.78766,587.2212,691.3751,519.4451,1446.2302,606.43097,942.1371,653.25244,62.130882,607.2541,0.0,0.0,Coordinated Defense
14,1052.6458,560.4121,940.88,655.613,526.34186,586.1736,677.45386,519.4853,1445.8317,603.3319,61.27814,607.2703,0.0,0.0,Coordinated Defense
15,1047.0782,560.5802,933.0446,656.9437,515.84686,587.0765,1448.1492,602.09717,60.73751,607.29584,662.71497,520.0174,877.5318,501.84967,Coordinated Defense
16,1041.5106,560.7482,936.8523,656.6199,498.3441,584.62573,1449.7655,602.5465,59.90398,606.82526,652.653,519.42096,881.03284,499.129,Coordinated Defense
17,1035.943,560.9163,946.2196,657.73175,492.4098,585.44476,1452.8789,607.15485,60.404716,606.753,650.85114,519.99915,867.702,505.23816,Coordinated Defense
18,1030.3755,561.0844,953.3826,658.3708,483.3161,582.8799,1449.9176,606.7477,59.297344,606.27454,645.50195,517.1951,867.8849,510.338,Coordinated Defense
19,1024.8079,561.2525,962.9126,658.8761,481.5859,584.0418,643.0021,516.7689,1448.9078,605.2174,58.21999,608.45636,859.4689,509.10162,Coordinated Defense
20,1019.24036,561.4206,636.9065,514.81494,965.6063,660.50757,1441.2278,598.3357,57.35489,608.0597,474.64337,589.77026,852.7246,508.10748,Coordinated Defense
21,1013.6727,561.5887,1439.0836,600.89526,972.3746,663.4056,626.43994,515.8947,55.621967,608.97845,456.75375,589.9101,846.2252,508.21848,Coordinated Defense
22,1008.10516,561.7568,1438.9216,597.5594,979.43427,664.3579,452.14288,592.0331,54.19499,608.6971,615.6436,518.3059,843.85333,510.58395,Coordinated Defense
23,1514.3547,723.7544,1439.9524,602.7479,987.0702,667.34174,447.59744,591.9164,53.730965,607.54065,608.51984,518.2141,841.68646,513.7679,Coordinated Defense
24,1790.2866,812.9287,1441.0302,605.45807,1003.39307,668.4999,441.9518,593.009,52.576813,607.2433,839.8319,514.2455,0.0,0.0,Coordinated Defense
25,1086.8136,562.9492,1016.98956,668.66486,427.36182,592.68616,1437.5686,606.7783,51.552002,607.224,834.7737,513.61334,0.0,0.0,Coordinated Defense
26,769.25037,598.7503,1025.9731,665.89575,415.471,593.7111,1432.4528,606.49725,50.81289,606.3826,829.97003,511.6983,0.0,0.0,Coordinated Defense
27,733.7995,494.77264,405.87137,595.1446,1032.834,668.0763,1428.9192,607.3006,49.458603,605.72,575.65533,510.38828,801.7266,494.76886,Coordinated Defense
28,862.6099,596.2029,1039.0691,666.86414,403.31946,598.4955,1423.8995,603.2202,47.746014,607.19086,572.33954,510.83325,793.98914,497.21964,Coordinated Defense
29,480.1672,615.50555,1042.6501,666.1269,402.45923,601.82513,1413.4164,604.2274,46.27327,610.39233,565.74207,514.54584,760.03357,499.13977,Coordinated Defense
