frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,570.0918,588.6072,433.13443,560.2071,1629.5887,624.245,628.85986,486.77567,794.3564,612.4996,1286.7166,571.74347,0.0,0.0,Coordinated Attack
2,977.8761,583.6227,1626.4758,622.87427,433.82022,557.6614,1289.6313,570.21515,625.04175,492.52283,789.45874,600.934,0.0,0.0,Coordinated Attack
3,971.03894,574.129,618.03406,492.09073,1627.6083,623.1053,430.21808,557.6827,1284.6069,571.2603,844.3276,586.09814,0.0,0.0,Coordinated Attack
4,1197.5288,592.1343,613.3039,493.35013,1626.2808,622.92175,421.28763,555.9697,1277.3427,568.8369,808.0705,594.2395,0.0,0.0,Coordinated Attack
5,690.0935,594.2616,606.483,497.8146,1622.5715,621.3639,1279.6664,565.06433,804.93207,596.0368,419.36826,551.50714,0.0,0.0,Coordinated Attack
6,527.8974,585.94617,603.4299,497.00613,1622.2206,620.4242,1271.5586,567.6133,433.8973,533.7319,805.4458,598.4885,907.31586,486.5975,Coordinated Attack
7,1013.2128,548.896,1632.5316,618.5611,600.8125,497.98376,1273.6445,566.0112,801.6938,598.51337,427.29202,540.7997,0.0,0.0,Coordinated Attack
8,1022.5066,549.9884,1635.9729,618.9905,597.07434,495.13336,409.6582,542.0699,801.69073,600.7084,1274.4431,567.768,0.0,0.0,Coordinated Attack
9,504.6524,584.3714,405.79437,537.2546,1634.7832,615.86334,593.8959,492.59756,808.4305,599.495,1276.1107,571.6182,0.0,0.0,Coordinated Attack
10,498.0296,584.24164,1629.9471,618.4141,589.5232,490.6081,407.5383,536.9399,1282.8103,569.4432,815.0668,598.08,0.0,0.0,Coordinated Attack
11,1054.3003,540.3624,395.2843,537.39087,1629.5465,617.5074,587.44946,492.2316,817.41394,595.74664,1281.6506,568.05725,0.0,0.0,Coordinated Attack
12,1063.4169,534.99725,1626.799,612.811,390.70352,539.63403,1286.0886,563.79987,586.2626,492.5951,817.6643,589.97845,0.0,0.0,Coordinated Attack
13,1079.2937,536.9571,1626.254,606.0364,581.6585,495.01923,400.41034,539.0285,1281.2173,555.28357,811.76105,585.9438,912.6636,490.62543,Coordinated Attack
14,1141.8611,532.4211,1626.5188,594.70447,396.6464,537.20197,581.159,499.92642,1279.7699,554.3204,803.0182,584.23376,915.0147,493.658,Coordinated Attack
15,1204.4286,527.8851,1622.7847,593.7175,575.2236,501.04758,395.8591,535.07385,1279.9724,571.7134,842.3233,580.9441,0.0,0.0,Coordinated Attack
16,1266.996,523.34906,1620.3209,595.7381,565.92523,500.60455,388.89856,532.4503,1281.2217,571.20685,839.29486,578.2883,0.0,0.0,Coordinated Attack
17,1329.5635,518.81305,1618.272,596.65576,560.34796,500.07346,386.537,530.2177,1281.2579,570.82544,832.80286,573.0915,0.0,0.0,Coordinated Attack
18,1392.1309,514.277,1617.1011,594.04694,553.089,512.9458,388.4102,530.4177,1279.8611,571.09564,813.02747,570.66846,0.0,0.0,Coordinated Attack
19,606.2391,590.8433,1276.4122,571.7978,541.82227,500.0336,382.90802,525.8091,1614.9711,588.1319,834.72833,569.6678,0.0,0.0,Coordinated Attack
20,583.7461,590.7605,1615.0029,569.9821,1275.3704,574.5889,531.62854,498.81506,381.40155,523.69434,794.6811,566.0513,0.0,0.0,Coordinated Attack
21,955.96625,560.276,1611.9597,578.8302,1273.4518,581.2911,385.84885,520.2504,531.70166,496.49112,803.50287,566.50574,0.0,0.0,Coordinated Attack
22,554.9328,596.7314,528.9924,495.12033,400.95966,515.8363,1252.0671,573.4252,1611.453,572.8368,819.37805,563.965,0.0,0.0,Coordinated Attack
23,959.8485,575.14844,521.103,492.62228,382.12955,509.30783,1603.3568,588.63306,815.3867,537.41394,1231.7695,574.01306,1280.4163,518.53766,Coordinated Attack
24,1107.055,570.5444,1245.7598,575.9879,520.3353,489.8299,813.9384,532.49866,1597.7592,587.43646,408.35062,502.4435,1280.3746,511.62054,Coordinated Attack
25,551.197,596.0393,1592.4319,587.3628,520.9469,488.01233,1223.3965,575.64087,367.64474,501.3209,815.8942,563.88794,1277.0089,508.5628,Coordinated Attack
26,311.71802,607.9897,1588.7563,586.0446,520.23956,481.61975,361.75937,491.83365,815.608,563.7001,1221.3341,575.23224,1260.1273,487.4423,Coordinated Attack
27,72.23903,619.9401,1587.0955,584.0175,816.3368,564.0068,359.05252,481.1003,1191.3993,576.40314,1256.033,504.09683,0.0,0.0,Coordinated Attack
28,-167.23996,631.8905,1584.4661,581.7586,815.31635,564.56616,1189.6213,576.3814,1275.2047,508.08945,0.0,0.0,0.0,0.0,Coordinated Attack
29,553.44946,583.3635,1581.8328,578.70197,816.2596,565.87146,1113.2478,518.3866,1275.5789,507.72006,0.0,0.0,0.0,0.0,Coordinated Attack
