frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,951.13934,672.44586,581.4899,500.29245,1425.6301,625.45166,71.341576,836.53485,832.66284,553.3643,0.0,0.0,Coordinated Defense
2,0.0,0.0,950.87885,673.06226,583.93677,499.13538,1424.2942,626.2406,71.34026,836.3592,824.69745,549.91266,0.0,0.0,Coordinated Defense
3,0.0,0.0,949.89307,673.0197,585.9843,494.27795,813.0707,553.1506,71.37208,836.3392,1420.673,624.61237,0.0,0.0,Coordinated Defense
4,0.0,0.0,949.4859,672.89197,587.63306,491.8979,805.26984,559.0596,71.446205,836.3402,1415.6018,621.4111,0.0,0.0,Coordinated Defense
5,0.0,0.0,948.91943,673.11646,587.5414,490.6141,788.70795,567.0805,71.18011,836.2175,1411.0082,618.2779,0.0,0.0,Coordinated Defense
6,0.0,0.0,948.6421,673.5848,587.64575,487.78467,771.5255,571.3721,71.8278,836.2284,1406.1152,616.4991,0.0,0.0,Coordinated Defense
7,0.0,0.0,948.6539,673.10504,757.28577,574.8186,587.6914,486.18274,71.64169,836.1038,1401.531,617.44226,0.0,0.0,Coordinated Defense
8,0.0,0.0,948.5967,672.27325,745.6984,578.59375,591.2416,483.5088,1395.405,619.11,71.64606,836.1008,0.0,0.0,Coordinated Defense
9,0.0,0.0,948.37964,670.5484,737.302,580.1892,595.9014,484.7287,1392.7444,620.68634,71.66217,836.33606,0.0,0.0,Coordinated Defense
10,786.9969,112.32161,947.73804,670.43835,730.33496,583.1331,1385.2797,619.3878,601.2171,484.10767,71.69822,836.35675,0.0,0.0,Coordinated Defense
11,786.9969,112.32161,948.3069,669.3365,725.72406,589.90424,596.102,483.9971,1372.8254,621.96655,71.68211,836.3872,0.0,0.0,Coordinated Defense
12,786.9969,112.32161,947.81824,669.129,1364.9489,622.9543,595.837,483.34274,721.24915,592.7428,71.69656,836.35645,0.0,0.0,Coordinated Defense
13,786.9969,112.32161,948.0796,670.0122,1363.2843,623.9683,713.9535,594.5485,600.5699,482.9017,71.793755,836.52954,0.0,0.0,Coordinated Defense
14,786.9969,112.32161,948.53186,669.6356,1363.4534,625.9401,712.5659,594.99316,600.0105,482.02194,71.29748,836.5158,0.0,0.0,Coordinated Defense
15,786.9969,112.32161,948.856,669.2218,1364.7064,625.9612,709.95447,593.8357,71.084076,836.5689,1188.513,481.34064,0.0,0.0,Coordinated Defense
16,786.9969,112.32161,948.3527,669.51355,1363.8076,625.75653,705.5607,593.49396,71.413475,836.7934,0.0,0.0,0.0,0.0,Coordinated Defense
17,786.9969,112.32161,948.41895,669.6389,1362.6852,626.0144,698.82544,592.8969,71.488106,836.78973,0.0,0.0,0.0,0.0,Coordinated Defense
18,786.9969,112.32161,948.5558,670.0015,1361.9916,626.9699,691.8727,593.90137,71.27314,836.88336,586.2914,482.98935,0.0,0.0,Coordinated Defense
19,786.9969,112.32161,948.5454,669.813,1361.9327,627.1558,680.1842,596.1371,71.31713,836.924,585.57513,483.39505,0.0,0.0,Coordinated Defense
20,786.9969,112.32161,948.14294,670.0231,668.86365,599.47705,1362.5276,627.10785,71.39992,837.28174,587.3945,485.1711,0.0,0.0,Coordinated Defense
21,786.9969,112.32161,950.6208,670.96704,1363.147,626.84827,657.50165,603.8616,71.21396,837.41895,590.8856,486.67422,1021.4808,482.5211,Coordinated Defense
22,786.9969,112.32161,950.4544,672.75073,1364.3943,626.5456,652.4476,604.7424,71.32945,837.7337,596.5662,487.20346,1020.1734,484.08475,Coordinated Defense
23,0.0,0.0,954.0983,674.3338,641.7839,608.7708,1363.8174,627.0877,71.17477,837.98376,590.8178,488.71973,1016.4136,484.44702,Coordinated Defense
24,0.0,0.0,961.9412,675.6888,639.68066,612.9009,1363.2693,627.6433,71.036285,838.53925,586.9298,490.08493,1209.6147,483.03253,Coordinated Defense
25,0.0,0.0,968.7578,674.92413,641.20276,612.3092,1363.6193,627.4423,71.11156,839.2447,583.1167,490.2169,1208.656,484.48724,Coordinated Defense
26,0.0,0.0,977.267,674.80835,1364.4431,626.7337,642.63763,612.92004,71.14716,839.388,580.80725,488.44138,1202.1469,484.66708,Coordinated Defense
27,0.0,0.0,980.96857,675.06573,1363.9829,627.07776,637.8283,614.7931,71.134895,839.71106,574.5617,487.70407,1200.1406,484.5247,Coordinated Defense
28,0.0,0.0,982.3608,673.9348,1363.8103,626.3835,629.13605,615.21576,71.00185,840.38403,569.1869,482.33102,1198.2974,482.469,Coordinated Defense
29,0.0,0.0,984.3804,677.88043,1362.9617,625.5264,614.638,614.67194,70.5039,840.4223,1209.2562,482.6861,0.0,0.0,Coordinated Defense
