frame_id,ball_x,ball_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,target_label
1,0.0,0.0,575.30133,536.1824,1443.9612,553.28723,873.3523,583.51746,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
2,1019.2657,166.22815,579.2617,535.8885,1445.0048,556.37225,873.2557,583.11993,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
3,1019.2657,166.22815,872.93756,584.45,1444.8381,556.7911,579.10284,533.35486,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
4,1019.2657,166.22815,870.64557,584.72144,1445.2761,556.7027,579.3021,532.0691,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
5,1019.2657,166.22815,866.85016,585.77435,1445.0535,556.6082,582.47296,531.3156,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
6,1019.2657,166.22815,1443.5426,556.5233,860.93945,587.1448,591.61163,529.03076,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
7,1019.2657,166.22815,859.4576,588.7653,1440.7365,555.705,601.7578,529.12714,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
8,1019.2657,166.22815,860.9357,589.12524,1435.9689,556.4019,607.8476,529.5947,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
9,1019.2657,166.22815,861.1035,590.7718,1431.7361,557.6751,611.6512,529.7503,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
10,1019.2657,166.22815,1418.7246,560.53766,863.19855,594.53156,615.8712,530.3847,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
11,1019.2657,166.22815,1415.6744,564.2915,863.1033,597.0035,625.69147,534.8306,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
12,1019.2657,166.22815,1415.1561,565.7456,862.3515,599.564,628.6952,535.73,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
13,1019.2657,166.22815,1414.5374,565.50903,862.4395,602.2251,628.45544,535.24664,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
14,1019.2657,166.22815,862.4773,604.4866,1415.0547,562.9766,628.4865,534.5232,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
15,0.0,0.0,862.1977,608.24963,1415.3767,567.31506,630.4171,533.06195,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
16,0.0,0.0,861.8812,611.0874,635.206,531.1853,1415.5839,572.7135,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
17,0.0,0.0,861.3619,615.9111,638.64685,528.2046,1411.3706,557.57983,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
18,978.0953,586.3877,860.92615,620.18964,645.70703,524.8006,1408.9847,553.25714,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
19,994.5598,576.1765,1401.828,561.25006,861.0028,624.67267,654.19775,523.5128,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
20,1008.89325,570.7002,1394.5472,561.79724,861.5123,628.0828,654.347,521.6909,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
21,1016.26624,611.9562,862.0966,629.47546,1383.3918,561.0007,648.16675,521.95166,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
22,1023.63916,653.2122,861.3682,632.7946,1369.8464,563.073,644.729,521.1113,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
23,1031.0122,694.46826,861.07587,635.6415,1356.8422,564.59863,642.5413,523.12494,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
24,1038.3851,735.72424,1348.518,566.54254,861.6297,637.5899,642.65546,536.0946,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
25,1045.7582,776.9803,861.6649,639.24725,1344.3374,570.1519,640.6043,537.5361,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
26,1053.1311,818.23627,861.514,640.1819,1341.8324,571.6537,631.0283,547.5389,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
27,1060.5042,859.4923,861.47095,641.1893,1335.7681,576.35504,627.64,554.5256,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
28,1067.8771,900.74835,860.98016,641.82904,1328.6991,576.7063,627.42773,555.1242,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
29,1075.2501,942.00433,861.67523,642.9246,1326.862,580.151,623.9176,550.7768,0.0,0.0,0.0,0.0,0.0,0.0,Spacing Breakdown
